TimePoint,ImageNumber,ObjectNumber,AreaShape_Area,Area_um2,Intensity_IntegratedIntensity_Quant_p63,Total_p63_Intensity_per_um2_Object,Normalized_Total_p63_Intensity_per_um2_Object,renormalizing_value,Renormalized_Total_p63_Intensity_per_um2_Object,rescaled
48,8,184,22,8.4568,2245794,265560.7,1.351231,0.996619,1.355815,0.64682858
48,10,174,52,19.9888,5303302,265313.7,1.349974,0.996619,1.354554,0.64622681
48,9,72,61,23.4484,3648618,155602,1.349811,0.996619,1.35439,0.64614854
0,14,75,21,8.0724,2140449.805,265156.5587,1.349174819,0.996619211,1.353751567,0.64584387
48,1,13,71,27.2924,4244083,155504.2,1.348962,0.996619,1.353538,0.64574195
48,1,53,57,21.9108,3406892,155489.2,1.348832,0.996619,1.353407,0.64567944
0,9,90,45,17.298,4584711.133,265042.845,1.348596219,0.996619211,1.353171004,0.64556681
6,5,50,34,13.0696,3463601,265012,1.348439,0.996619,1.353013,0.64549141
168,14,47,29,11.1476,2953953.066,264985.6,1.348305,0.996619,1.352879,0.64542746
6,3,10,49,18.8356,4990986,264976.2,1.348257,0.996619,1.352831,0.64540456
168,11,56,220,84.568,22408017.51,264970.4,1.348228,0.996619,1.352801,0.64539024
6,3,49,78,29.9832,7942401,264895,1.347844,0.996619,1.352416,0.64520651
0,5,18,5,1.922,509046,264852.2373,1.347626365,0.996619211,1.35219786,0.64510241
0,4,36,27,10.3788,2748494.676,264818.1558,1.347452951,0.996619211,1.352023858,0.64501938
168,3,89,45,17.298,4578954.977,264710.1,1.346903,0.996619,1.351472,0.64475602
0,6,13,7,2.6908,417717.6445,155239.2019,1.346663275,0.996619211,1.351231504,0.64464125
0,7,19,43,16.5292,2565744.787,155224.9829,1.346539928,0.996619211,1.351107739,0.64458219
48,5,175,40,15.376,4068923,264628.2,1.346486,0.996619,1.351054,0.64455654
0,13,6,20,7.688,2034159.039,264588.8448,1.346286166,0.996619211,1.350853115,0.64446068
0,7,138,23,8.8412,2339278.344,264588.3301,1.346283547,0.996619211,1.350850487,0.64445942
6,9,144,39,14.9916,3966404,264575.1,1.346216,0.996619,1.350783,0.64442722
0,1,63,46,17.6824,4678184.879,264567.303,1.346176557,0.996619211,1.350743134,0.64440819
48,10,160,141,54.2004,14332218,264430.1,1.345479,0.996619,1.350043,0.64407407
48,10,172,34,13.0696,3455277,264375.1,1.345199,0.996619,1.349762,0.64393998
0,7,73,12,4.6128,714885.2754,154978.5977,1.344402595,0.996619211,1.348963155,0.64355875
168,14,42,27,10.3788,2742113.66,264203.3,1.344325,0.996619,1.348885,0.64352145
0,5,104,13,4.9972,1320091.086,264166.1502,1.344135403,0.996619211,1.348695056,0.64343081
0,7,83,6,2.3064,357328.6602,154929.1797,1.343973906,0.996619211,1.348533012,0.64335348
168,14,25,198,76.1112,20102824.02,264124.4,1.343923,0.996619,1.348482,0.64332914
0,10,9,8,3.0752,476390.6992,154913.7289,1.343839874,0.996619211,1.348398525,0.6432893
0,3,64,14,5.3816,833531.2383,154885.3944,1.343594078,0.996619211,1.348151896,0.6431716
0,1,145,31,11.9164,1845275.488,154851.7579,1.34330229,0.996619211,1.347859118,0.64303189
168,16,83,7,2.6908,710168.0039,263924.5,1.342906,0.996619,1.347461,0.6428419
48,5,174,32,12.3008,3246028,263887.6,1.342718,0.996619,1.347273,0.64275218
0,3,156,24,9.2256,1427737.484,154758.2254,1.342490918,0.996619211,1.347044993,0.64264337
48,6,69,27,10.3788,2738230,263829.1,1.342421,0.996619,1.346974,0.64260949
168,7,60,45,17.298,4562529.422,263760.5,1.342071,0.996619,1.346624,0.64244246
48,1,75,286,109.9384,28989954,263692.7,1.341726,0.996619,1.346278,0.64227735
0,3,132,24,9.2256,1425779.453,154545.9865,1.340649796,0.996619211,1.345197625,0.64176177
168,11,83,15,5.766,1518887.098,263421.3,1.340345,0.996619,1.344892,0.64161592
0,14,96,32,12.3008,3239001.016,263316.2896,1.339811126,0.996619211,1.34435611,0.64136019
0,9,145,36,13.8384,2137151.428,154436.3097,1.339698375,0.996619211,1.344242977,0.6413062
0,10,188,4,1.5376,404831.6953,263288.0433,1.339667402,0.996619211,1.344211899,0.64129137
0,9,82,50,19.22,5060046.898,263269.8698,1.339574932,0.996619211,1.344119115,0.64124709
0,6,60,47,18.0668,2789836.6,154417.8604,1.339538332,0.996619211,1.344082391,0.64122956
0,3,131,12,4.6128,712252.3105,154407.8023,1.339451081,0.996619211,1.343994844,0.64118778
6,4,100,52,19.9888,5261271,263210.9,1.339275,0.996619,1.343818,0.64110339
6,4,36,84,32.2896,8496981,263149.1,1.338961,0.996619,1.343503,0.64095307
168,1,159,34,13.0696,3439013.945,263130.8,1.338867,0.996619,1.343409,0.64090821
0,7,79,86,33.0584,5102140.748,154337.1956,1.338838584,0.996619211,1.34338027,0.6408945
0,11,43,20,7.688,2022316.055,263048.3942,1.338448015,0.996619211,1.342988375,0.64070748
48,9,80,74,28.4456,4388534,154278.1,1.338326,0.996619,1.342866,0.64064908
6,11,78,40,15.376,4043965,263005,1.338227,0.996619,1.342767,0.64060183
0,6,74,54,20.7576,5459344.391,263004.6051,1.338225206,0.996619211,1.342764811,0.64060079
0,11,41,18,6.9192,1819532.59,262968.6365,1.33804219,0.996619211,1.342581174,0.64051315
0,9,121,62,23.8328,3675513.35,154220.7944,1.337828832,0.996619211,1.342367092,0.64041099
48,1,87,53,20.3732,5356215,262904.9,1.337718,0.996619,1.342256,0.64035797
0,4,37,21,8.0724,2121555.66,262815.973,1.337265404,0.996619211,1.341801753,0.6401412
0,7,5,58,22.2952,3435294.402,154082.242,1.336626922,0.996619211,1.341161105,0.63983547
0,2,147,39,14.9916,2309252.801,154036.4471,1.336229663,0.996619211,1.340762498,0.63964525
168,16,203,133,51.1252,13424231.56,262575.6,1.336042,0.996619,1.340575,0.63955577
48,3,34,35,13.454,2070850,153920.8,1.335226,0.996619,1.339756,0.63916493
6,3,101,46,17.6824,4636784,262225.9,1.334263,0.996619,1.338789,0.63870346
48,8,297,77,29.5988,7761291,262216.4,1.334215,0.996619,1.338741,0.63868055
6,12,199,33,12.6852,3326244,262214.6,1.334205,0.996619,1.338731,0.63867578
0,7,34,26,9.9944,1536903.035,153776.4183,1.333973974,0.996619211,1.338499157,0.63856514
0,4,87,8,3.0752,806134.9141,262140.6458,1.333829192,0.996619211,1.338353884,0.63849581
0,3,45,6,2.3064,354600.3945,153746.2689,1.333712435,0.996619211,1.338236731,0.63843991
0,5,126,34,13.0696,2009081.395,153721.7202,1.333499481,0.996619211,1.338023055,0.63833794
0,6,45,68,26.1392,4017755.07,153706.1222,1.333364172,0.996619211,1.337887287,0.63827314
0,10,99,3,1.1532,302108.8047,261974.3364,1.332982973,0.996619211,1.337504794,0.63809061
48,10,155,23,8.8412,2315966,261951.5,1.332867,0.996619,1.337388,0.63803488
48,9,79,28,10.7632,2817773,261796.9,1.33208,0.996619,1.336599,0.63765835
6,3,131,21,8.0724,2112846,261737.1,1.331776,0.996619,1.336293,0.63751232
168,4,119,19,7.3036,1911551.605,261727.3,1.331726,0.996619,1.336244,0.63748894
6,11,101,53,20.3732,5332086,261720.6,1.331692,0.996619,1.336209,0.63747223
48,9,74,30,11.532,3017222,261639.1,1.331277,0.996619,1.335793,0.63727371
0,9,74,21,8.0724,2111805.852,261608.1774,1.331119876,0.996619211,1.335635377,0.63719849
168,10,62,49,18.8356,4927499.053,261605.6,1.331107,0.996619,1.335622,0.63719211
0,8,30,33,12.6852,1946415.791,153439.8978,1.331054738,0.996619211,1.335570019,0.6371673
0,4,106,6,2.3064,603288.5547,261571.5204,1.330933357,0.996619211,1.335448225,0.63710918
0,6,114,19,7.3036,1910193.102,261541.3086,1.330779632,0.996619211,1.335293979,0.63703557
168,9,157,59,22.6796,5931517.531,261535.4,1.330749,0.996619,1.335264,0.63702126
6,4,4,74,28.4456,7438294,261491.9,1.330528,0.996619,1.335042,0.63691532
0,2,114,36,13.8384,2122293.445,153362.6319,1.330384475,0.996619211,1.334897482,0.63684635
0,1,20,8,3.0752,471472.7148,153314.4884,1.329966842,0.996619211,1.334478432,0.63664638
48,10,86,32,12.3008,3213814,261268.7,1.329392,0.996619,1.333902,0.63637129
0,3,118,29,11.1476,1707256.5,153150.1399,1.328541158,0.996619211,1.333047911,0.6359637
0,8,44,45,17.298,2648264.898,153096.5949,1.328076667,0.996619211,1.332581845,0.63574129
48,9,78,33,12.6852,3310255,260954.1,1.327792,0.996619,1.332296,0.63560488
0,7,146,62,23.8328,6218765.281,260933.0537,1.327684697,0.996619211,1.332188546,0.6355536
168,15,116,47,18.0668,4713892.242,260914.6,1.327591,0.996619,1.332094,0.63550848
0,9,2,25,9.61,2506876.539,260861.2424,1.327319306,0.996619211,1.331821915,0.63537864
0,2,66,57,21.9108,5715479.668,260852.1673,1.32727313,0.996619211,1.331775582,0.63535653
0,10,118,19,7.3036,1116677.709,152894.1493,1.3263205,0.996619211,1.33081972,0.63490037
0,9,93,20,7.688,1174865.824,152818.1353,1.325661096,0.996619211,1.33015808,0.63458462
0,5,18,37,14.2228,2172564.686,152752.2489,1.325089547,0.996619211,1.329584592,0.63431095
6,1,37,120,46.128,12011852,260402.6,1.324986,0.996619,1.32948,0.63426103
6,3,16,51,19.6044,5105035,260402.5,1.324985,0.996619,1.32948,0.63426103
48,9,76,20,7.688,2001817,260382,1.324881,0.996619,1.329375,0.63421092
0,3,100,24,9.2256,1408477.445,152670.5521,1.324380847,0.996619211,1.328873488,0.63397159
0,3,124,8,3.0752,469473.0469,152664.2322,1.324326023,0.996619211,1.328818478,0.63394534
48,9,92,20,7.688,2000560,260218.5,1.324049,0.996619,1.32854,0.63381245
0,6,1,141,54.2004,14103402.91,260208.4655,1.323997834,0.996619211,1.328489175,0.63378819
168,13,13,17,6.5348,1700360.719,260200.9,1.323959,0.996619,1.32845,0.6337695
0,8,75,40,15.376,2346620.229,152615.7798,1.32390571,0.996619211,1.328396739,0.63374408
48,1,55,14,5.3816,821153.3,152585.4,1.323642,0.996619,1.328132,0.63361774
0,3,79,11,4.2284,645131.1211,152570.9775,1.323517061,0.996619211,1.328006771,0.63355798
168,9,3,22,8.4568,2199709.453,260111.3,1.323504,0.996619,1.327993,0.63355141
48,9,60,34,13.0696,3399258,260088.9,1.32339,0.996619,1.327879,0.63349701
168,2,66,37,14.2228,3698774.203,260059.5,1.32324,0.996619,1.327729,0.63342542
168,14,141,68,26.1392,6797365.977,260044.9,1.323166,0.996619,1.327654,0.63338963
6,5,1,40,15.376,3997092,259956.5,1.322716,0.996619,1.327203,0.63317441
0,13,136,10,3.844,999209.6094,259940.0649,1.322632152,0.996619211,1.327118861,0.63313425
6,11,165,4,1.5376,399682.3,259939,1.322627,0.996619,1.327114,0.63313193
0,14,40,43,16.5292,4296533.711,259935.9746,1.32261134,0.996619211,1.327097978,0.63312429
48,1,50,30,11.532,1757962,152442,1.322399,0.996619,1.326884,0.63302217
0,10,40,12,4.6128,1198656.117,259854.3438,1.322195985,0.996619211,1.326681214,0.6329254
0,6,42,51,19.6044,5093250.414,259801.3922,1.321926556,0.996619211,1.326410871,0.63279639
48,3,34,173,66.5012,17277061,259800.7,1.321923,0.996619,1.326408,0.63279502
168,16,131,46,17.6824,4593370.348,259770.8,1.321771,0.996619,1.326254,0.63272153
48,7,25,34,13.0696,1991300,152361.2,1.321697,0.996619,1.326181,0.63268669
6,9,81,12,4.6128,1197827,259674.7,1.321282,0.996619,1.325764,0.63248769
0,3,31,27,10.3788,1580475.301,152279.1942,1.32098591,0.996619211,1.325467034,0.63234597
168,9,147,235,90.334,23450435.46,259597,1.320887,0.996619,1.325367,0.63229823
6,3,64,32,12.3008,3192931,259571,1.320754,0.996619,1.325235,0.63223524
6,9,41,53,20.3732,5287960,259554.7,1.320671,0.996619,1.325151,0.63219515
48,3,65,24,9.2256,2393998,259495,1.320368,0.996619,1.324847,0.63205008
0,10,98,20,7.688,1994565.641,259438.819,1.320081703,0.996619211,1.32455976,0.631913
0,8,17,46,17.6824,2690573.514,152161.1045,1.31996151,0.996619211,1.324439159,0.63185545
6,5,19,60,23.064,5982723,259396.6,1.319867,0.996619,1.324344,0.63181004
0,6,83,22,8.4568,1286410.364,152115.5005,1.319565906,0.996619211,1.324042213,0.63166602
6,9,24,78,29.9832,7774940,259309.9,1.319426,0.996619,1.323901,0.63159863
48,9,82,50,19.22,4982558,259238.2,1.319061,0.996619,1.323535,0.63142397
48,9,77,62,23.8328,6177170,259187.7,1.318804,0.996619,1.323278,0.63130132
0,9,136,57,21.9108,3330590.653,152006.8027,1.318622979,0.996619211,1.323096087,0.63121451
0,5,53,40,15.376,2337087.094,151995.7787,1.318527348,0.996619211,1.323000132,0.63116872
168,8,185,41,15.7604,4082953.66,259064.1,1.318175,0.996619,1.322647,0.6310002
0,9,165,5,1.922,497850.1016,259027.108,1.317986827,0.996619211,1.322457778,0.6309099
6,7,139,48,18.4512,4776105,258850.6,1.317089,0.996619,1.321557,0.63048003
168,11,107,113,43.4372,11242612.89,258824.5,1.316956,0.996619,1.321424,0.63041656
6,1,6,31,11.9164,3083782,258784.7,1.316754,0.996619,1.32122,0.63031921
0,1,15,64,24.6016,3733607.885,151762.8075,1.316506378,0.996619211,1.320972306,0.630201
6,4,42,32,12.3008,3181747,258661.8,1.316128,0.996619,1.320593,0.63001999
6,7,111,29,11.1476,2883428,258659,1.316114,0.996619,1.320579,0.63001331
6,11,179,56,21.5264,5566464,258587.8,1.315751,0.996619,1.320215,0.6298396
168,8,134,37,14.2228,3677041.09,258531.4,1.315465,0.996619,1.319927,0.62970217
0,13,174,66,25.3704,6557529.191,258471.6517,1.315160543,0.996619211,1.319621907,0.62955657
168,9,29,91,34.9804,9040937.852,258457.2,1.315087,0.996619,1.319548,0.6295213
0,1,43,20,7.688,1987012.813,258456.4012,1.315082946,0.996619211,1.319544046,0.62951941
168,3,105,99,38.0556,9835055.328,258439.1,1.314995,0.996619,1.319456,0.6294774
48,9,90,62,23.8328,6158728,258414,1.314867,0.996619,1.319327,0.62941583
48,9,91,52,19.9888,5161500,258219.6,1.313878,0.996619,1.318335,0.62894243
0,9,52,20,7.688,1984671.367,258151.8428,1.313533285,0.996619211,1.317989129,0.62877738
0,1,131,60,23.064,3491486.006,151382.5011,1.31320731,0.996619211,1.317662047,0.62862129
48,4,2,52,19.9888,3025076,151338.6,1.312826,0.996619,1.31728,0.62843897
6,4,48,71,27.2924,7040877,257979.4,1.312656,0.996619,1.317109,0.62835736
6,4,119,84,32.2896,8329009,257947.1,1.312492,0.996619,1.316944,0.62827862
0,5,135,51,19.6044,2965761.172,151280.3846,1.312321473,0.996619211,1.316773206,0.62819712
0,4,164,23,8.8412,2279949.477,257877.8307,1.312139052,0.996619211,1.316590165,0.62810977
0,3,87,21,8.0724,1220942.982,151249.0687,1.312049816,0.996619211,1.316500627,0.62806704
0,3,108,32,12.3008,1860039.973,151212.927,1.311736295,0.996619211,1.316186042,0.62791691
0,3,115,3,1.1532,174323.9453,151165.4052,1.311324055,0.996619211,1.315772404,0.62771952
0,6,24,67,25.7548,3893233.775,151165.3663,1.311323717,0.996619211,1.315772064,0.62771935
0,10,91,63,24.2172,3659429.81,151108.7083,1.310832222,0.996619211,1.315278902,0.62748401
6,4,56,51,19.6044,5049678,257578.8,1.310618,0.996619,1.315063,0.62738097
0,2,162,6,2.3064,348411.543,151062.9305,1.310435111,0.996619211,1.314880444,0.62729386
0,9,89,27,10.3788,1567639.477,151042.4593,1.310257528,0.996619211,1.314702259,0.62720882
168,3,112,60,23.064,5934720.205,257315.3,1.309277,0.996619,1.313718,0.62673912
0,1,53,28,10.7632,2769461.375,257308.3632,1.309241476,0.996619211,1.31368276,0.6267223
48,8,27,32,12.3008,1856323,150910.8,1.309115,0.996619,1.313556,0.62666181
0,2,112,81,31.1364,4698034.559,150885.6052,1.308896856,0.996619211,1.313336971,0.62655728
168,11,78,27,10.3788,2669724.566,257228.6,1.308836,0.996619,1.313276,0.62652819
0,6,47,41,15.7604,2377819.25,150873.0267,1.30878774,0.996619211,1.313227485,0.62650503
0,7,11,20,7.688,1159862.289,150866.5829,1.308731841,0.996619211,1.313171397,0.62647827
6,9,138,41,15.7604,4053392,257188.4,1.308631,0.996619,1.31307,0.62642988
6,9,137,59,22.6796,5830820,257095.4,1.308158,0.996619,1.312595,0.6262032
6,4,108,19,7.3036,1877443,257057.2,1.307963,0.996619,1.3124,0.62611014
0,13,44,4,1.5376,395244.5117,257052.8822,1.307941533,0.996619211,1.312378407,0.62609984
0,1,143,22,8.4568,1275077.963,150775.4662,1.307941426,0.996619211,1.3123783,0.62609979
168,14,134,25,9.61,2470235.082,257048.4,1.307919,0.996619,1.312356,0.62608914
168,3,87,110,42.284,10868482.94,257035.4,1.307852,0.996619,1.312289,0.62605717
48,3,5,142,54.5848,8228469,150746.5,1.30769,0.996619,1.312126,0.62597938
168,4,167,20,7.688,1975495.805,256958.4,1.307461,0.996619,1.311896,0.62586962
6,11,58,71,27.2924,7010525,256867.3,1.306997,0.996619,1.311431,0.62564772
48,3,37,128,49.2032,12637223,256837.4,1.306845,0.996619,1.311278,0.6255747
0,10,90,28,10.7632,1621335.129,150636.9044,1.306739435,0.996619211,1.311172231,0.62552423
0,3,148,8,3.0752,463208.4219,150627.0883,1.306654283,0.996619211,1.31108679,0.62548345
6,4,107,78,29.9832,7698740,256768.5,1.306494,0.996619,1.310926,0.62540672
48,1,54,298,114.5512,29406207,256708,1.306187,0.996619,1.310617,0.62525926
48,7,50,56,21.5264,3240988,150558.7,1.306061,0.996619,1.310492,0.62519961
0,2,100,22,8.4568,1273157.586,150548.3854,1.305971554,0.996619211,1.310401746,0.62515654
0,8,12,29,11.1476,1677812.893,150508.8891,1.305628933,0.996619211,1.310057963,0.62499248
0,6,38,13,4.9972,752015.2422,150487.3213,1.305441838,0.996619211,1.309870232,0.62490289
168,16,45,46,17.6824,4535820.738,256516.1,1.30521,0.996619,1.309638,0.62479207
48,7,44,33,12.6852,1908372,150440.9,1.305039,0.996619,1.309466,0.62470998
48,7,1,34,13.0696,3351196,256411.5,1.304678,0.996619,1.309104,0.62453723
0,3,47,10,3.844,578125.5,150396.8522,1.30465704,0.996619211,1.309082772,0.6245271
168,3,131,265,101.866,26118812.31,256403.6,1.304638,0.996619,1.309064,0.62451814
0,2,32,86,33.0584,8474958.465,256363.2379,1.304432471,0.996619211,1.308857442,0.62441957
0,6,84,7,2.6908,404583.9141,150358.2258,1.304321965,0.996619211,1.308746561,0.62436665
168,5,84,36,13.8384,2080276.728,150326.4,1.304046,0.996619,1.308469,0.6242342
6,11,169,70,26.908,6895367,256257.1,1.303893,0.996619,1.308316,0.62416118
0,9,71,61,23.4484,6008117.469,256227.1826,1.303740192,0.996619211,1.308162814,0.62408808
0,10,136,2,0.7688,196974.4453,256210.2566,1.303654069,0.996619211,1.308076399,0.62404684
168,9,19,112,43.0528,11029656.47,256189.1,1.303546,0.996619,1.307968,0.62399511
168,11,20,71,27.2924,6990197.4,256122.5,1.303207,0.996619,1.307628,0.62383286
48,9,62,22,8.4568,1270049,150180.8,1.302783,0.996619,1.307203,0.62363004
6,11,104,18,6.9192,1771369,256007.7,1.302623,0.996619,1.307042,0.62355321
0,10,47,75,28.83,4329101.397,150159.6045,1.302598972,0.996619211,1.307017723,0.62354162
6,12,104,60,23.064,5904195,255991.8,1.302543,0.996619,1.306961,0.62351455
168,9,138,61,23.4484,6000258.895,255892,1.302035,0.996619,1.306452,0.62327165
0,2,108,36,13.8384,2076261.836,150036.264,1.301529022,0.996619211,1.305944144,0.62302929
0,2,148,23,8.8412,1325993.145,149978.8654,1.301031103,0.996619211,1.305444535,0.62279087
48,10,188,5,1.922,491294.5,255616.3,1.300632,0.996619,1.305044,0.62259972
0,8,71,10,3.844,576210.8633,149898.7678,1.300336275,0.996619211,1.30474735,0.62245816
48,10,145,105,40.362,10311384,255472.6,1.299901,0.996619,1.30431,0.62224945
0,10,106,14,5.3816,806009.8047,149771.4071,1.299231452,0.996619211,1.303638779,0.62192913
0,9,1,29,11.1476,1669289.9,149744.3307,1.29899657,0.996619211,1.3034031,0.62181666
168,8,168,21,8.0724,2060440.023,255245,1.298743,0.996619,1.303148,0.62169492
168,4,2,98,37.6712,9614687.594,255226.5,1.298648,0.996619,1.303054,0.62165006
6,4,64,25,9.61,2451085,255055.7,1.297779,0.996619,1.302182,0.62123392
48,2,61,39,14.9916,2241728,149532.3,1.297157,0.996619,1.301557,0.62093566
48,7,139,31,11.9164,3037531,254903.4,1.297004,0.996619,1.301404,0.62086265
168,9,86,24,9.2256,2351376.719,254875.2,1.296861,0.996619,1.30126,0.62079393
6,11,87,24,9.2256,2350696,254801.5,1.296486,0.996619,1.300884,0.6206145
0,4,40,32,12.3008,3133863.719,254769.0978,1.296321136,0.996619211,1.300718591,0.62053556
168,12,106,99,38.0556,9694392.754,254742.9,1.296188,0.996619,1.300585,0.62047181
48,10,185,42,16.1448,4112662,254736,1.296153,0.996619,1.30055,0.6204551
48,8,262,15,5.766,1468792,254733.3,1.296139,0.996619,1.300536,0.62044842
0,5,138,24,9.2256,1378414.73,149411.9332,1.2961131,0.996619211,1.300509849,0.62043594
6,3,21,75,28.83,7343245,254708.5,1.296013,0.996619,1.300409,0.62038782
168,10,72,96,36.9024,5513155.551,149398.3,1.295995,0.996619,1.300391,0.62037923
0,8,49,26,9.9944,1493047.197,149388.3772,1.295908758,0.996619211,1.300304814,0.6203381
6,12,193,92,35.3648,9004231,254610,1.295512,0.996619,1.299906,0.62014778
0,5,111,51,19.6044,2927621.826,149334.9363,1.295445171,0.996619211,1.299839655,0.62011611
168,8,58,47,18.0668,2697460.297,149304.8,1.295184,0.996619,1.299578,0.61999125
168,8,105,24,9.2256,2348311.473,254543,1.29517,0.996619,1.299564,0.61998457
48,8,116,37,14.2228,2122543,149235.2,1.29458,0.996619,1.298972,0.61970205
0,7,15,31,11.9164,3031817.188,254423.9189,1.29456479,0.996619211,1.298956287,0.61969456
0,14,94,62,23.8328,6063102.988,254401.6225,1.294451341,0.996619211,1.298842453,0.61964023
0,3,155,2,0.7688,114711.9375,149209.0758,1.294353361,0.996619211,1.298744141,0.61959332
0,10,56,8,3.0752,782272.1172,254380.8914,1.294345856,0.996619211,1.298736611,0.61958972
48,6,30,9,3.4596,516147.2,149192.7,1.294212,0.996619,1.298602,0.61952548
48,5,171,29,11.1476,2834472,254267.5,1.293769,0.996619,1.298158,0.6193136
6,9,108,129,49.5876,12606938,254235.7,1.293607,0.996619,1.297995,0.61923581
48,10,149,22,8.4568,2149640,254190.7,1.293378,0.996619,1.297766,0.61912653
48,8,256,23,8.8412,2247184,254171.8,1.293282,0.996619,1.297669,0.61908024
0,13,15,6,2.3064,586029.0313,254088.2029,1.292856593,0.996619211,1.297242296,0.61887661
0,5,97,24,9.2256,2343564.914,254028.455,1.292552582,0.996619211,1.296937254,0.61873104
0,10,32,20,7.688,1952722.547,253996.1689,1.292388304,0.996619211,1.296772418,0.61865237
168,15,165,33,12.6852,3221679.27,253971.5,1.292263,0.996619,1.296646,0.61859204
48,1,122,85,32.674,4865893,148922.5,1.291867,0.996619,1.29625,0.61840307
0,3,75,4,1.5376,228883.5195,148857.648,1.291304808,0.996619211,1.295685246,0.61813355
168,10,115,17,6.5348,972719.584,148852.2,1.291258,0.996619,1.295638,0.61811101
168,13,92,20,7.688,1949964.787,253637.5,1.290563,0.996619,1.294941,0.61777839
0,3,83,181,69.5764,17647072.41,253635.8939,1.290555145,0.996619211,1.294933041,0.61777459
0,5,95,37,14.2228,2114652.188,148680.4418,1.289767586,0.996619211,1.29414281,0.61739748
0,7,37,76,29.2144,4342844.058,148654.2273,1.289540181,0.996619211,1.293914634,0.61728859
48,7,150,60,23.064,5845013,253425.8,1.289486,0.996619,1.29386,0.61726251
48,7,4,113,43.4372,6456083,148630.3,1.289332,0.996619,1.293706,0.61718902
6,12,212,71,27.2924,6908427,253126.4,1.287963,0.996619,1.292332,0.61653332
0,5,56,70,26.908,3994859.822,148463.6473,1.287886945,0.996619211,1.292255789,0.61649695
48,4,19,41,15.7604,3988387,253063.8,1.287644,0.996619,1.292012,0.61638061
48,5,127,36,13.8384,3501406,253021,1.287426,0.996619,1.291794,0.61627658
168,15,74,22,8.4568,2139295.996,252967.6,1.287154,0.996619,1.291521,0.6161463
168,3,101,43,16.5292,4180976.824,252944.9,1.287039,0.996619,1.291405,0.61609094
0,10,34,28,10.7632,1596854.074,148362.3898,1.287008561,0.996619211,1.291374425,0.61607635
168,15,167,18,6.9192,1749640.496,252867.5,1.286645,0.996619,1.29101,0.61590244
48,7,72,31,11.9164,3012902,252836.6,1.286488,0.996619,1.290852,0.61582704
0,10,104,23,8.8412,2235062.727,252800.8332,1.286306173,0.996619211,1.290669655,0.61574002
6,9,10,47,18.0668,4566346,252747.9,1.286037,0.996619,1.2904,0.61561134
168,11,121,72,27.6768,6995036.387,252740.1,1.285997,0.996619,1.290359,0.61559177
0,2,73,53,20.3732,3017922.063,148131.9607,1.285009643,0.996619211,1.289368726,0.6151192
48,8,109,72,27.6768,6986586,252434.7,1.284443,0.996619,1.288801,0.61484827
0,7,68,17,6.5348,967443.1348,148044.7963,1.284253512,0.996619211,1.28861003,0.61475713
168,9,90,45,17.298,2560816.744,148041.2,1.284222,0.996619,1.288579,0.61474232
6,7,3,61,23.4484,3471081,148030.6,1.28413,0.996619,1.288487,0.61469842
0,2,185,4,1.5376,227500.0078,147957.8615,1.283499373,0.996619211,1.287853333,0.61439602
48,9,81,60,23.064,5816816,252203.3,1.283266,0.996619,1.287619,0.61428419
0,10,29,6,2.3064,341185.7773,147930.011,1.283257777,0.996619211,1.287610917,0.61428034
6,11,173,14,5.3816,1356087,251985.9,1.28216,0.996619,1.286509,0.61375448
48,7,8,216,83.0304,12272046,147801.8,1.282146,0.996619,1.286495,0.6137478
6,7,57,40,15.376,3874309,251971.2,1.282085,0.996619,1.286434,0.61371869
0,10,119,7,2.6908,677996.5703,251968.3998,1.28207057,0.996619211,1.286419683,0.61371186
6,12,124,35,13.454,3389300,251917.6,1.281812,0.996619,1.28616,0.61358793
168,9,154,63,24.2172,6100739.348,251917.6,1.281812,0.996619,1.28616,0.61358793
0,5,33,50,19.22,2839955.54,147760.4339,1.281786736,0.996619211,1.286134886,0.61357595
168,15,37,40,15.376,3872214.111,251834.9,1.281392,0.996619,1.285738,0.61338655
48,5,131,26,9.9944,2516927,251833.7,1.281385,0.996619,1.285732,0.61338368
48,1,59,74,28.4456,7163160,251819.6,1.281314,0.996619,1.28566,0.61334932
48,10,94,30,11.532,2902762,251713.6,1.280774,0.996619,1.285119,0.61309115
0,1,41,64,24.6016,3629316.92,147523.6131,1.279732371,0.996619211,1.284073553,0.61259224
0,3,37,31,11.9164,1757478.066,147483.9772,1.27938854,0.996619211,1.283728555,0.6124276
48,8,16,65,24.986,3684392,147458.2,1.279165,0.996619,1.283505,0.61232092
168,4,21,57,21.9108,5506544.668,251316.5,1.278753,0.996619,1.283091,0.61212335
6,3,51,56,21.5264,5408887,251267.6,1.278505,0.996619,1.282842,0.61200452
0,9,42,30,11.532,1699454.209,147368.5578,1.278387304,0.996619211,1.282723923,0.61194817
168,8,115,28,10.7632,2703747.563,251202.9,1.278176,0.996619,1.282512,0.61184704
0,10,176,11,4.2284,1061934.016,251143.2257,1.277871902,0.996619211,1.282206773,0.61170138
0,1,59,22,8.4568,1245404.111,147266.5915,1.27750277,0.996619211,1.281836388,0.61152463
168,15,125,28,10.7632,2700492.023,250900.5,1.276637,0.996619,1.280967,0.61110974
0,10,190,13,4.9972,1253474.148,250835.2975,1.276305096,0.996619211,1.280634651,0.61095113
