Gene ,A1,A2,A3,B1,B2,B3,C1,C2,C3
Pianp,0,0,0,0,0,0,0,1,2
Pias1,613,551,503,1090,900,1200,1013,799,741
Pias2,1482,1395,1142,1655,1434,2283,1311,1301,1040
Pias3,682,876,735,306,303,330,233,170,166
Pias4,752,777,691,1347,1382,1547,903,824,868
Pibf1,424,435,313,228,195,368,209,183,131
Picalm,5525,5603,4624,5655,5071,7937,5569,5289,3744
Pick1,612,520,477,398,459,511,476,380,346
Pid1,477,550,505,194,169,206,752,625,619
Pidd1,14,9,7,0,0,1,0,1,3
Piezo1,3014,2917,2480,4422,4163,5684,6071,5352,4655
Pif1,2,3,30,0,4,0,0,1,0
Piga,120,194,167,57,49,58,30,33,25
Pigb,78,56,50,14,12,16,14,13,7
Pigbos1,156,114,81,36,41,32,42,71,29
Pigc,417,431,328,220,222,225,232,165,172
Pigh,189,162,154,39,25,55,62,54,30
Pigk,1273,1369,1037,715,661,721,526,570,476
Pigl,174,262,131,68,65,83,129,131,95
Pigm,1267,1249,1044,1376,1341,1805,1310,1260,1237
Pign,380,501,367,139,142,202,135,208,169
Pigp,208,171,109,96,78,111,74,86,75
Pigq,970,1082,1094,551,578,692,1259,1160,1029
Pigr,0,0,0,0,0,0,0,0,0
Pigs,1575,1375,1204,1066,944,1247,1139,1013,852
Pigt,1339,1305,1166,505,439,563,582,609,439
Pigu,494,439,435,158,137,214,165,154,137
Pigv,380,288,213,207,148,234,349,332,224
Pigw,426,290,187,78,62,102,22,64,41
Pigx,997,952,706,353,312,329,487,432,343
Pigy,531,497,315,123,103,138,88,96,65
Pigz,0,0,0,0,2,0,0,0,0
Pih1d1,179,202,156,48,70,88,34,28,36
Pih1d2,45,52,45,30,46,49,28,26,28
Pih1d3,0,0,0,0,0,0,0,0,0
Pik3ap1,0,1,2,0,2,7,7,11,7
Pik3c2a,1445,1339,1157,1614,1406,2305,1859,1829,1293
Pik3c2b,335,376,325,1106,862,1174,877,710,636
Pik3c2g,0,0,6,0,0,0,0,0,0
Pik3c3,599,587,482,677,730,961,410,357,282
Pik3ca,990,1111,1034,1839,1640,2351,2003,1926,1309
Pik3cb,914,1004,877,899,833,1145,1539,1505,1029
Pik3cd,1378,1750,1661,999,844,1217,1652,1756,1226
Pik3ip1,46,49,41,36,22,49,31,24,26
Pik3r1,456,383,370,248,240,333,241,194,152
Pik3r2,1837,1652,1335,815,713,1042,407,458,326
Pik3r3,116,57,40,35,30,52,74,70,56
Pik3r4,990,934,667,714,632,889,562,435,376
Pik3r5,0,0,0,0,0,2,0,0,1
Pik3r6,0,0,0,0,0,0,0,0,0
Pim1,98,108,117,2304,2441,2468,1827,1275,1560
Pim2,201,147,153,191,204,251,68,56,66
Pim3,383,419,395,1959,1903,1839,903,1027,804
Pin1,2484,2747,2081,764,775,671,923,758,766
Pink1,257,251,216,309,309,314,460,348,428
Pinlyp,675,785,773,383,339,442,591,618,434
Pinx1,867,783,587,202,183,180,178,202,117
Pip,0,0,0,0,0,0,0,0,0
Pip4k2a,1330,1567,1262,547,587,635,880,785,579
Pip4k2b,805,730,627,165,160,201,269,312,195
Pip4k2c,2028,2179,1737,2951,2815,3780,3705,3181,2747
Pip5k1a,1671,1754,1622,3114,2908,3596,2660,2455,2063
Pip5k1b,268,232,159,106,120,111,249,219,175
Pip5k1c,387,475,364,523,452,477,301,324,195
Pipox,0,0,0,0,0,3,1,0,0
Pir,349,335,192,159,177,222,48,55,38
Pirt,0,0,0,0,0,0,0,0,0
Pitpna,5954,6084,4931,2485,2352,3123,3514,3383,2767
Pitpnb,4568,4641,3919,2085,2069,2584,1489,1432,1162
Pitpnm1,780,846,710,750,729,948,624,528,510
Pitpnm2,905,922,674,312,302,276,846,890,731
Pitrm1,2930,2892,2543,2273,2316,2615,1921,1883,1475
Pitx1,609,644,528,370,343,336,458,398,421
Pitx2,792,654,625,1577,1507,1845,2766,2395,2326
Pitx3,6,0,0,0,0,0,0,5,0
Piwil1,0,0,0,0,0,0,0,0,0
Piwil2,0,8,0,0,1,0,1,0,1
Piwil4,0,6,0,0,0,0,0,0,0
Pja1,1702,1597,1352,1209,1036,1394,721,789,582
Pja2,2023,2341,1857,818,760,1128,1812,1603,1295
Pkd1,733,821,639,1209,1037,1415,931,964,827
Pkd2,672,761,748,756,706,910,1278,1155,1003
Pkd2l1,0,0,0,0,0,0,0,0,0
Pkd2l2,3,2,3,4,1,5,1,9,3
Pkdcc,61,86,71,226,147,309,198,176,220
Pkdrej,3,0,0,0,0,0,0,0,0
Pkhd1l1,0,0,0,2,1,0,1,1,1
Pkia,37,32,33,12,5,22,20,26,8
Pkib,113,72,50,76,49,114,122,131,102
Pkig,322,258,284,100,110,144,216,168,178
Pklr,0,0,0,0,0,8,2,0,0
Pkm,96587,97823,75980,41471,39802,47604,42661,41420,36782
Pkmyt1,328,490,461,343,307,305,218,235,191
Pkn1,655,484,341,816,807,1043,1310,1229,1027
Pkn2,2115,2186,1896,2818,2479,3234,2513,2405,1574
Pkn3,4375,3939,3589,2175,1791,2653,1705,1868,1194
Pknox1,257,251,244,347,371,419,386,430,367
Pknox2,16,28,14,0,0,4,1,4,2
Pkp1,18240,17821,12956,25039,25729,28685,30018,27862,23524
Pkp2,98,87,38,147,113,164,185,242,139
Pkp3,6305,6069,4502,3473,3473,4324,4839,3731,3965
Pla1a,11,4,3,0,0,1,4,2,4
Pla2g10,0,0,0,0,0,0,0,0,0
Pla2g12a,253,212,130,146,116,180,103,159,124
Pla2g15,665,932,669,548,446,526,690,613,640
Pla2g16,0,0,0,0,0,0,0,3,0
Pla2g1b,0,0,0,0,0,0,1,0,1
Pla2g2a,0,0,0,0,0,0,0,0,0
Pla2g2c,0,0,0,0,0,0,0,0,0
Pla2g2d,0,0,0,0,0,0,0,0,0
Pla2g2e,4,4,5,0,0,0,5,5,3
Pla2g2f,0,0,0,0,0,0,0,0,0
Pla2g3,0,0,0,0,0,0,0,0,0
Pla2g4a,435,437,363,44,34,48,39,68,40
Pla2g4b,1831,2011,1266,5294,5250,8075,5482,4774,4553
Pla2g4c,0,0,0,0,0,0,0,1,0
Pla2g5,0,0,0,0,0,0,0,0,0
Pla2g6,187,254,187,273,205,182,189,196,172
Pla2g7,31,15,17,11,20,48,5,6,3
Pla2r1,54,49,26,10,2,6,10,19,7
Plaa,2344,2039,1658,1038,1048,1368,737,596,602
Plac1,4,1,1,3,0,3,0,1,4
Plac8,0,0,0,0,0,2,1,2,0
Plac9,0,0,0,0,0,0,0,0,0
Plag1,110,143,114,232,142,325,418,366,292
Plagl1,28,42,54,32,11,21,39,44,9
Plagl2,567,590,584,642,597,836,342,363,252
Plat,24,13,13,21,22,31,21,28,14
Plau,1743,2248,2203,4761,4176,6099,4697,5472,4029
Plaur,899,1023,1011,16291,15649,18166,13816,14911,13088
Plb1,45,65,41,43,37,55,67,33,29
Plbd1,0,0,0,5,23,18,24,18,9
Plbd2,1552,1985,1580,749,730,899,1060,1091,1053
Plcb1,4,0,0,1,0,0,3,0,0
Plcb2,9,0,2,2,1,8,2,4,5
Plcb3,2300,2554,2222,2294,2336,2849,1768,1825,1435
Plcb4,12,9,10,11,1,6,5,0,5
Plcd1,1085,1146,752,992,969,1124,781,628,669
Plcd3,1509,1692,1326,2371,2118,3033,4231,3463,3618
Plcd4,26,38,31,18,22,10,23,12,14
Plce1,1,0,0,0,0,1,0,0,2
Plcg1,2069,2652,2038,1379,1203,1431,1659,1656,1328
Plcg2,722,650,467,432,339,416,243,244,190
Plch1,2,1,3,2,6,3,0,3,2
Plcl1,0,0,0,0,0,0,3,0,4
Plcl2,26,15,20,7,4,1,5,2,2
Plcxd2,497,583,352,652,706,745,3140,3327,2774
Plcxd3,0,0,0,0,0,0,0,0,0
Plcz1,0,0,0,0,0,0,0,0,0
Pld1,1322,1192,839,240,346,384,483,456,325
Pld2,1024,1219,894,679,674,866,693,603,632
Pld3,2282,2158,1359,2391,2257,2560,3032,2419,2514
Pld4,0,0,2,1,8,3,0,0,0
Pld5,2,0,0,0,0,0,0,0,0
Plec,5851,6045,4756,2641,2316,2850,3618,3908,3370
Plek,0,0,0,0,0,0,0,0,1
Plek2,1279,1567,1219,230,230,260,237,239,207
Plekha1,1186,1236,1266,903,959,1388,1880,2084,1317
Plekha3,877,853,811,469,415,711,526,511,342
Plekha4,17,7,2,82,81,92,78,33,63
Plekha5,672,703,572,616,576,751,672,653,512
Plekha7,829,824,564,368,358,383,359,358,269
Plekha8,846,958,782,277,215,357,343,346,279
Plekhb1,25,21,20,56,84,77,69,110,94
Plekhb2,9715,9513,7498,10739,10408,13530,15541,14833,12277
Plekhd1,0,0,0,2,4,0,0,1,2
Plekhf1,270,288,206,11,7,10,91,70,82
Plekhf2,1067,1120,809,1057,997,1387,731,717,534
Plekhg1,1171,1322,912,959,813,1164,640,790,475
Plekhg2,684,634,489,780,735,940,748,685,565
Plekhg5,599,662,572,721,726,953,762,785,637
Plekhh1,323,337,323,922,843,1112,1333,1161,958
Plekhh2,49,81,64,1,1,6,6,3,0
Plekhh3,568,514,547,928,896,1174,715,605,588
Plekhj1,420,388,342,402,341,369,525,443,511
Plekhm1,783,753,636,1890,1973,3003,2843,2577,2120
Plekhm2,660,696,557,650,719,848,720,751,585
Plekhn1,1721,2188,1608,4500,4699,6020,8089,6517,5766
Plekho1,4,10,9,13,7,1,22,38,23
Plekhs1,0,0,0,0,0,1,0,0,0
Plet1,0,1,1,216,167,234,92,119,89
Plg,0,0,0,0,0,2,0,0,0
Plgrkt,428,366,367,49,65,59,107,90,63
Plin1,2,0,1,0,0,0,0,0,0
Plin2,4581,4390,3205,11123,9794,13424,5427,5671,4404
Plin5,0,0,0,0,0,0,0,0,0
Plk1,358,773,1218,44,58,117,25,35,19
Plk2,14684,12840,10049,13616,12478,13591,33659,32342,25873
Plk3,3526,3130,1978,5865,5707,6593,5255,4397,4108
Plk4,428,767,1005,40,39,44,22,27,17
Plk5,19,68,59,4,9,0,14,1,6
Pllp,0,1,3,1,5,1,1,0,0
Pln,131,120,149,26,15,28,19,17,18
Plod1,1862,2034,1505,852,845,1068,1147,1053,868
Plod2,99,137,77,217,187,265,179,196,110
Plod3,998,1138,885,772,787,945,642,659,547
Plp1,16,14,5,1,4,11,3,4,3
Plp2,4635,4318,3786,4423,4173,5905,4537,4381,3175
Plrg1,1438,1245,1117,1698,1536,2097,908,848,687
Pls1,17,19,12,7,7,10,10,7,21
Pls3,9732,10811,8858,12138,12316,14925,12528,12493,9178
Plscr1,1452,1616,1177,5819,5457,6715,2212,2206,1775
Plscr2,0,5,0,20,15,33,14,15,9
Plscr3,1618,1608,1300,1177,1256,1670,1449,1431,1081
Plscr4,18,21,25,8,9,1,7,0,2
Plscr5,0,0,0,1,0,0,0,0,0
Pltp,7,6,2,5,11,11,7,10,10
Plvap,0,0,0,0,0,0,0,0,0
Plxdc1,0,3,0,0,0,1,0,0,0
Plxdc2,1378,1513,1146,1338,1386,1537,934,898,784
Plxna2,636,646,457,139,122,198,170,203,175
Plxna3,584,737,664,89,116,105,146,148,113
Plxnb2,18270,18237,13672,16803,15920,20593,23543,22835,17368
Plxnb3,0,0,0,0,0,0,3,0,0
Plxnd1,23,22,47,103,81,137,97,79,83
Pm20d1,4,2,2,2,3,0,5,2,0
Pm20d2,200,202,128,19,8,12,31,24,20
Pmaip1,1415,1591,1206,2670,2514,3043,4943,4555,3799
Pmch,0,0,0,0,0,0,0,0,0
Pmepa1,274,175,126,374,356,408,327,274,336
Pmf1,373,525,597,196,129,224,197,181,146
Pmfbp1,0,0,0,0,0,0,0,0,0
Pmm1,3373,4069,3310,1757,1658,1724,1908,1900,1761
Pmm2,2108,1839,1588,762,836,955,644,704,530
Pmp2,0,0,0,0,0,2,2,7,8
Pmp22,94,58,57,335,298,365,217,172,138
Pmpca,3206,3311,2689,1802,1779,2093,1856,1770,1584
Pmpcb,1671,1685,1405,898,924,1084,1320,1204,1002
Pms1,305,286,288,84,56,76,16,36,15
Pms2,675,656,630,185,139,239,121,96,72
Pmvk,971,1064,727,319,276,297,407,312,370
Pnck,0,0,0,0,0,3,0,0,0
Pnisr,1449,1255,961,1391,1420,1797,1033,792,618
Pnkd,609,580,451,173,175,174,127,104,118
Pnkp,843,940,682,628,652,727,513,491,467
Pnldc1,9,20,8,23,12,28,14,23,10
Pnlip,0,0,0,0,0,0,0,0,0
Pnliprp1,0,0,0,0,0,0,0,0,0
Pnliprp2,0,0,0,0,0,0,0,0,0
Pnma1,2,0,0,2,0,0,0,6,3
Pnma2,0,1,4,0,0,0,0,1,0
Pnma3,0,0,0,0,0,2,0,0,0
Pnma5,1,0,5,4,5,0,0,8,0
Pnmal1,0,0,0,0,0,0,0,0,0
Pnmal2,23,13,5,1,0,0,0,0,2
Pnmt,0,0,0,2,6,4,4,5,2
Pnn,1222,1684,1566,1655,1445,2011,680,567,394
Pno1,1941,1776,1239,607,598,630,411,454,343
Pnoc,4,0,1,0,0,0,0,8,1
Pnp,2488,2956,2479,1002,955,1204,2363,2543,2054
Pnpla1,43,29,18,660,567,937,333,208,220
Pnpla2,16,18,7,14,20,15,29,16,10
Pnpla3,7,8,14,0,0,0,0,0,0
Pnpla5,0,0,0,0,0,0,0,0,0
Pnpla7,286,324,230,207,193,182,128,70,76
Pnpo,242,233,147,68,64,108,80,67,83
Pnpt1,1985,1895,1600,650,614,1017,772,625,439
Pnrc1,873,1043,682,3775,3651,4810,2699,2858,2089
Pnrc2,3028,2657,2364,3437,3409,4361,3630,3136,2396
Poc1a,120,134,203,44,17,20,8,21,21
Poc5,288,280,263,57,67,63,31,29,30
Podxl,14,8,11,44,61,42,20,42,27
Podxl2,25,12,22,22,20,12,45,31,17
Pof1b,474,435,395,1287,1080,1479,710,871,559
Pofut1,364,438,359,80,101,166,99,140,97
Pofut2,652,721,622,445,444,517,453,514,382
Pogk,699,662,479,730,609,651,422,496,284
Poglut1,1915,2730,2353,424,434,401,515,629,461
Pogz,535,542,470,330,287,462,369,299,214
Pola1,1111,1666,1861,68,55,71,52,50,29
Pola2,486,660,632,102,80,140,68,65,65
Polb,571,411,374,551,544,741,411,440,360
Pold1,1120,1472,1327,71,48,58,33,30,13
Pold2,1342,1609,1460,178,177,192,159,139,157
Pold3,507,608,581,336,325,424,135,105,97
Pold4,185,264,180,178,191,148,210,178,186
Poldip2,1476,1395,996,349,423,352,302,336,301
Poldip3,1724,1910,1608,2006,1792,2346,1662,1588,1592
Pole,548,1061,966,38,18,32,27,33,23
Pole2,247,503,466,1,1,8,5,5,1
Pole3,1174,1160,1013,446,418,602,402,342,337
Pole4,727,703,622,659,566,697,471,444,358
Polg,2514,2415,1890,4307,4246,5008,3618,3578,3343
Polg2,150,76,75,205,199,176,178,256,145
Polh,488,736,610,199,199,327,189,173,144
Poli,123,116,106,16,19,35,9,15,4
Polk,294,341,306,181,163,277,129,88,92
Poll,597,545,433,368,335,377,534,435,416
Polm,347,417,297,104,76,111,154,169,174
Polq,97,197,255,1,0,0,0,0,0
Polr1a,1317,1135,930,371,260,320,208,220,165
Polr1b,758,760,652,185,168,160,130,131,86
Polr1c,848,780,594,567,540,596,534,507,453
Polr1e,314,313,249,136,140,120,88,93,55
Polr2b,3261,3050,2662,2046,1869,2611,1189,1217,855
Polr2c,1223,1250,1168,609,585,761,473,394,458
Polr2d,646,642,495,471,363,644,288,265,201
Polr2e,2750,2734,2258,924,925,1041,768,724,691
Polr2f,1009,937,754,494,542,596,354,306,294
Polr2g,1735,1745,1247,812,766,997,846,830,784
Polr2h,0,0,0,0,0,0,0,0,0
Polr2i,7,4,9,1,1,2,1,0,0
Polr2j,648,623,463,239,195,202,310,298,353
Polr2k,627,573,410,437,406,420,436,309,354
Polr2l,12,19,11,3,1,5,9,6,5
Polr2m,5580,5374,4713,4599,4171,6081,4450,4133,3521
Polr3b,1150,1000,809,645,624,805,442,468,370
Polr3c,1134,992,895,427,468,652,500,463,411
Polr3d,1137,1113,895,510,414,336,417,405,362
Polr3e,1094,967,800,441,412,547,391,310,251
Polr3f,629,547,500,180,153,270,136,97,66
Polr3g,1056,962,789,89,95,123,91,114,80
Polr3gl,246,234,185,110,60,88,61,82,55
Polr3h,1062,1122,936,554,571,627,734,714,711
Polr3k,656,620,454,107,108,110,148,179,151
Polrmt,772,649,493,333,339,396,293,261,237
Pom121,1622,1606,1522,2022,1993,2820,1167,915,819
Pom121l2,0,0,0,0,0,0,0,0,0
Pomc,11,18,2,6,1,0,4,2,2
Pomgnt1,5700,5886,4523,1137,1072,1293,1730,1711,1277
Pomgnt2,257,302,213,247,297,311,153,146,114
Pomk,429,358,306,89,102,137,73,77,109
Pomp,90,45,45,52,33,27,65,56,21
Pomt1,429,440,345,216,223,341,209,189,132
Pomt2,282,331,209,61,48,73,57,66,37
Pon1,0,0,0,0,0,0,0,0,0
Pon2,2459,2820,2168,1247,1110,1511,1863,1701,1334
Pon3,2,15,5,0,2,4,10,2,4
Pop1,456,520,440,59,48,65,102,100,88
Pop4,700,762,696,319,269,337,239,237,215
Pop5,678,612,462,189,130,208,258,266,194
Pop7,443,462,361,310,279,301,164,197,143
Popdc2,81,114,78,154,163,143,142,152,110
Popdc3,0,0,0,0,0,0,0,0,0
Por,5383,5144,3950,4412,4186,4751,3316,2991,2949
Porcn,1093,1092,846,444,344,382,368,318,293
Postn,1,4,0,0,0,0,0,0,0
Pot1,399,453,401,37,40,62,44,39,34
Poteg,0,0,0,0,0,0,0,0,0
Pou1f1,0,0,0,6,1,4,3,6,2
Pou2af1,5,8,5,6,0,0,5,14,9
Pou2f1,72,45,49,284,189,391,465,469,358
Pou2f2,1,0,0,5,0,0,0,0,0
Pou2f3,0,0,0,3,1,7,0,0,0
Pou3f1,5,5,5,6,15,5,1,1,3
Pou3f2,0,0,0,0,0,0,0,0,0
Pou3f3,0,4,1,0,7,0,0,7,2
Pou3f4,1,7,0,2,0,0,0,0,1
Pou4f2,0,0,0,0,0,0,0,0,0
Pou4f3,0,0,0,0,0,0,0,0,0
Pou5f1,8,4,18,0,3,0,2,0,0
Pou5f2,0,0,0,0,0,0,0,0,0
Pou6f1,20,10,15,9,8,4,14,10,8
Pou6f2,0,0,0,0,0,0,0,0,0
Pp2d1,119,173,114,287,225,284,222,204,151
Ppa1,2712,2712,2230,965,808,1052,594,605,468
Ppa2,210,224,181,57,58,85,80,92,88
Ppan,1463,1257,986,1047,879,796,447,524,411
Ppap2a,271,288,281,256,234,395,292,252,223
Ppap2b,3,4,6,2,0,0,0,5,0
Ppap2c,986,839,619,417,385,494,419,363,395
Ppapdc1a,1,8,0,0,0,0,0,0,0
Ppapdc1b,1111,1030,753,460,437,574,541,620,441
Ppapdc2,651,574,367,343,383,558,589,524,510
Ppapdc3,0,0,0,0,0,0,0,0,0
Ppara,23,24,3,12,6,0,4,5,5
Ppard,2746,3043,2737,3414,3406,4101,3391,2889,2483
Pparg,3,3,1,0,0,5,2,0,1
Ppargc1a,3,1,3,0,5,3,5,11,0
Ppargc1b,16,5,16,0,0,6,2,0,1
Ppat,1814,1836,1588,538,510,582,337,346,259
Ppbp,3317,3589,3182,6937,6937,8423,6824,5756,5210
Ppcdc,1,1,3,3,0,0,0,0,0
Ppcs,278,219,165,44,37,34,41,32,17
Ppdpf,1282,1241,1108,682,632,634,958,784,914
Ppef1,5,4,4,1,0,0,0,0,0
Ppef2,3,2,0,0,1,0,0,0,0
Ppfia1,1558,1498,1293,1106,892,1254,964,789,578
Ppfia2,1,0,8,7,11,3,4,5,8
Ppfia3,87,88,59,142,122,206,135,89,96
Ppfia4,3,0,3,3,2,3,0,3,1
Ppfibp1,5181,5180,3980,1990,1916,2135,2209,2312,1724
Ppfibp2,291,242,187,30,42,59,71,34,29
Pphln1,1250,1349,1106,454,350,682,385,380,231
Ppia,18048,18838,17539,9823,9224,10654,10937,10295,9914
Ppib,7044,8183,6862,5401,5566,5998,6485,5741,5309
Ppic,2201,2779,2175,2433,2106,2300,2537,2611,2110
Ppid,3422,3102,2459,810,825,1106,1044,955,704
Ppie,684,687,564,338,304,284,326,314,231
Ppif,1170,1228,1056,7891,8284,10311,20371,19130,18076
Ppig,2893,2850,2602,1206,1026,1588,822,773,619
Ppil1,853,939,856,298,278,338,253,226,226
Ppil2,1316,1279,988,668,626,714,738,578,575
Ppil3,759,613,431,155,102,164,153,170,113
Ppil4,1423,1183,1133,495,448,570,363,413,245
Ppip5k1,500,522,423,315,266,409,436,334,278
Ppip5k2,288,222,250,61,87,147,45,72,39
Ppl,15255,12694,9382,20630,21376,24082,21686,16429,16275
Ppm1a,1656,1687,1476,2122,2013,2791,2199,1904,1684
Ppm1b,1345,1282,1077,1357,1238,1709,1162,994,859
Ppm1d,184,260,263,297,275,491,276,266,228
Ppm1e,8,10,7,3,2,1,0,5,2
Ppm1f,329,292,264,83,87,111,98,138,98
Ppm1g,4033,4178,3595,2106,1965,2346,1799,1693,1550
Ppm1h,256,230,146,423,446,475,964,962,657
Ppm1j,274,344,158,39,30,64,45,64,26
Ppm1k,102,164,116,95,117,116,114,95,91
Ppm1l,782,614,470,742,671,769,852,998,721
Ppm1n,137,143,88,75,57,35,69,33,42
Ppme1,1656,1598,1289,1588,1607,2098,936,931,785
Ppox,352,360,259,164,111,166,189,147,152
Ppp1ca,6667,7154,5785,4743,4488,5033,6156,5382,5530
Ppp1cb,6011,5859,4733,14680,14577,20269,17273,14334,11411
Ppp1cc,3835,4102,3680,2922,2845,3611,3059,2797,2386
Ppp1r10,984,945,789,5353,5121,5141,3704,3519,2669
Ppp1r11,1299,1126,981,918,832,1000,1561,1441,1371
Ppp1r12a,2053,2028,1680,3424,2949,4045,3118,2770,2201
Ppp1r12b,242,294,191,255,173,308,270,277,210
Ppp1r12c,866,1056,820,391,401,466,628,486,442
Ppp1r13b,312,304,264,350,326,439,458,443,352
Ppp1r14a,40,38,21,20,17,18,15,14,21
Ppp1r14b,4509,5076,3754,1727,1742,1490,2110,2296,1908
Ppp1r14c,1888,1558,1125,1064,1022,1166,1477,1200,1230
Ppp1r14d,0,5,3,1,0,7,0,1,1
Ppp1r15a,2855,3481,2441,14811,14189,13231,14064,12080,11961
Ppp1r15b,1353,1789,1395,5923,5332,6761,3362,2881,2383
Ppp1r16a,327,325,194,250,261,279,228,216,174
Ppp1r16b,1,0,0,0,0,0,0,0,0
Ppp1r17,0,0,0,0,0,0,0,0,0
Ppp1r18,2616,2802,2552,5526,5160,5682,4329,4225,3325
Ppp1r1a,2,0,2,1,0,4,6,0,1
Ppp1r1b,14,11,24,0,0,4,0,0,1
Ppp1r1c,0,0,0,0,0,0,0,0,0
Ppp1r2,1975,1741,1572,1308,1149,1582,1255,1305,934
Ppp1r21,633,601,462,402,429,644,371,387,286
Ppp1r27,4,0,1,5,3,0,3,1,2
Ppp1r32,6,4,0,1,1,10,2,1,2
Ppp1r35,6,0,5,2,0,0,0,0,1
Ppp1r36,161,149,148,34,23,14,43,38,32
Ppp1r37,857,1110,997,742,848,908,1102,1050,984
Ppp1r3a,0,0,0,0,0,0,0,0,0
Ppp1r3b,40,46,39,9,6,15,11,13,9
Ppp1r3c,13,11,7,3,6,4,6,3,9
Ppp1r3d,135,101,53,87,70,130,47,42,19
Ppp1r3e,0,3,6,2,4,0,0,4,0
Ppp1r42,0,0,0,0,0,0,0,2,0
Ppp1r7,1727,1715,1374,367,290,556,360,440,291
Ppp1r8,807,802,716,417,388,546,246,230,243
Ppp1r9a,6,12,3,2,0,5,6,4,3
Ppp1r9b,3924,3671,2943,2280,2012,2496,2677,2469,1984
Ppp2ca,3982,3589,3244,5969,5379,7502,6720,5559,5224
Ppp2cb,5501,5328,4400,4941,4367,6370,4988,4717,3683
Ppp2r1a,6291,6163,4669,4907,4808,6205,5744,5416,4412
Ppp2r1b,1918,2107,1796,3380,3002,4316,2402,2086,1985
Ppp2r2a,4727,4481,4025,5755,5563,8023,8090,6658,5755
Ppp2r2b,0,0,0,0,0,0,0,0,0
Ppp2r2c,1185,1252,991,117,129,152,200,238,132
Ppp2r2d,974,966,900,865,766,1158,693,696,516
Ppp2r3a,933,933,927,694,589,801,707,741,480
Ppp2r3b,159,271,220,261,216,251,108,153,121
Ppp2r3c,491,408,393,373,317,442,326,295,216
Ppp2r4,2620,2702,2190,878,770,1090,1574,1425,1292
Ppp2r5a,1870,1706,1440,1116,1025,1396,1229,1031,838
Ppp2r5b,696,702,532,287,273,281,349,314,297
Ppp2r5c,3871,3446,3112,1556,1380,2249,1941,2149,1434
Ppp2r5e,1459,1462,1173,1788,1461,2113,1753,1531,1312
Ppp3ca,1415,1644,1318,961,888,1032,641,686,552
Ppp3cb,612,575,689,257,195,297,248,257,201
Ppp3cc,538,506,495,86,108,124,291,246,192
Ppp3r1,4339,3910,3435,4633,4169,5259,3580,3598,2737
Ppp3r2,0,0,0,0,0,0,0,0,0
Ppp4c,2554,2743,2192,4171,3952,4314,2022,1787,1732
Ppp4r1,2287,2709,2267,1685,1621,2150,2267,2101,1560
Ppp4r2,3320,3380,3023,2653,2495,3384,2568,2469,1691
Ppp4r3a,3162,2875,2709,3809,3474,4646,2587,2409,1956
Ppp4r3b,2538,2460,2086,3923,3506,5298,3338,2868,2245
Ppp4r4,4,0,0,0,0,0,0,1,0
Ppp5c,1861,2050,1677,402,350,487,302,316,264
Ppp6c,1213,1139,1068,996,902,1418,882,749,614
Ppp6r1,4060,3935,2979,2502,2473,2981,2838,2515,2288
Ppp6r2,1010,1221,946,564,619,677,899,832,733
Ppp6r3,3229,2935,2837,3465,3303,4545,2980,2677,2062
Pprc1,1797,1641,1513,808,791,882,916,899,693
Ppt1,587,542,391,274,282,438,444,390,400
Ppt2,160,137,143,52,57,105,41,47,51
Pptc7,724,823,697,620,744,736,503,643,392
Ppwd1,455,460,521,236,176,255,138,169,130
Ppy,0,0,0,0,0,0,0,0,0
Pqbp1,772,692,636,341,310,288,200,179,125
Pqlc1,399,360,318,164,200,176,128,151,130
Pqlc2,226,283,235,334,340,484,257,291,231
Pqlc3,1112,1151,984,312,273,338,397,347,269
Praf2,409,407,364,515,431,492,584,495,393
Pragmin,3175,2692,2201,2391,2253,3234,2057,2031,1907
Pramef8,190,90,86,67,55,67,21,21,12
Pramel,0,0,0,0,0,0,0,0,0
Pramel1,0,0,0,0,0,0,0,0,0
Pramel6,0,0,0,0,0,0,2,0,0
Prap1,0,0,0,0,0,0,0,0,0
Prc1,916,1821,2854,222,235,282,120,143,89
Prcc,1030,913,826,712,776,733,702,553,611
Prcp,295,307,268,156,120,193,119,104,78
Prdm1,204,237,267,9764,9615,12277,9946,8539,7375
Prdm11,19,18,11,4,6,11,1,1,1
Prdm2,1096,1139,897,1078,846,1010,901,803,649
Prdm4,647,724,625,1395,1288,1720,725,634,421
Prdm9,7,0,1,0,0,0,3,0,3
Prdx1,23654,21681,14955,9951,9424,13139,9283,8709,7820
Prdx2,5895,5852,4685,3697,3515,4352,5153,4461,4307
Prdx3,4216,3961,2769,1149,1180,1478,1208,1059,964
Prdx4,521,593,559,296,306,343,390,418,310
Prdx5,6535,7522,5140,7015,7228,7814,10476,8942,9685
Prdx6,2900,2867,2077,1485,1383,1521,1098,990,1011
Preb,980,993,759,372,316,326,373,392,383
Prelid1,7113,7627,6061,5238,4828,6518,6935,6547,5568
Prelid2,7,8,3,2,2,0,2,1,5
Prelp,0,1,0,0,0,0,0,0,0
Prep,3557,3693,3083,887,855,1103,1100,1196,1014
Prepl,720,806,628,134,112,173,138,141,135
Prex1,1,0,0,0,0,0,2,2,0
Prex2,0,0,0,0,0,0,0,0,0
Prf1,0,0,0,0,0,0,0,0,0
Prg2,0,0,0,0,0,0,0,0,0
Prg3,0,0,0,0,0,0,0,0,0
Prg4,2,2,3,0,0,0,1,2,0
