"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Adam17",2292.88449448835,1.06069711853019,0.093053664635877,11.3987678258641,4.24078592204679e-30,3.36692700477654e-29
"Adam19",20.8648799469663,1.78626534824329,0.534976727465303,3.33895897996636,0.00084092981075787,0.00159128373045279
"Adam32",11.3203398727802,-2.72098104928036,0.771350492482403,-3.52755469245057,0.000419417103686674,0.000821921127419805
"Adam4",4.4574244974295,-4.89055645623224,1.49161955854935,-3.27868887760394,0.00104290546552784,0.00195475842465654
"Adam4l1",2.13220152795701,-5.01960717802228,1.95173858995942,-2.57186449243013,0.010115247489679,0.0168057572023175
"Adam9",923.695408135454,0.716987057876893,0.125376594287507,5.71866752284509,1.07362635145644e-08,3.10668542323003e-08
"Adamts10",48.7740809920485,-1.2085331866767,0.352188290534323,-3.43149735285967,0.000600258988530603,0.00115693608344328
"Adamts15",14.4574071438459,3.18459704123654,0.924480173532132,3.44474347034318,0.000571601593119975,0.00110541437745217
"Adamts3",237.031294073948,1.34804314564547,0.186742136650943,7.21874114659629,5.24710247407427e-13,1.9737228157785e-12
"Adamts4",3.38735540839101,6.20654001542568,1.81388002057709,3.42169269467506,0.000622326088717023,0.00119736175306794
"Adamts9",83.1151212322478,5.36654807011641,0.440240761031062,12.1900299680287,3.51292178649373e-34,3.21471020279593e-33
"Adap1",140.145930755592,1.84191590302752,0.241590065830521,7.62413759313948,2.45671220272986e-14,9.95906339297015e-14
"Adar",603.18510368047,-0.476854670197767,0.110650483970322,-4.30955792588911,1.63581209149666e-05,3.6610598564007e-05
"Adarb1",529.113904942201,-0.371158183635067,0.126831119413043,-2.92639681296465,0.0034291324094967,0.00605714550773182
"Adat1",56.1578329410366,-1.79012539735881,0.330160799991669,-5.42198043318282,5.89423354434297e-08,1.62111598987726e-07
"Adat2",133.53505323575,-0.91680122999106,0.196141879114424,-4.67417378751747,2.95139339422891e-06,7.09417494759611e-06
"Adat3",108.508265432431,1.09688071677895,0.239503876149413,4.57980361075519,4.65412733079141e-06,1.09660884830299e-05
"Adck1",43.3072708091303,-2.39551313559314,0.410508926781466,-5.83547148261746,5.36386706957871e-09,1.57941182317524e-08
"Adck3",12.1805081294501,-3.51842957932351,0.921451035005756,-3.81835761821195,0.000134343084383503,0.000276627858019815
"Adck4",398.130212602318,0.532959981605139,0.135671063520509,3.92832463883925,8.55396905709833e-05,0.000179166553834114
"Adcy2",14.3618945183339,-4.38922903911029,1.00705195344591,-4.35849314833393,1.30961021683251e-05,2.96736648491546e-05
"Adcy3",2602.38350545438,-0.830205556538977,0.0893381412883852,-9.29284563755427,1.50217392893597e-20,8.26675807832707e-20
"Adcy6",810.993422559216,-0.41433379985964,0.0974549471672696,-4.25154198840708,2.12303696008298e-05,4.70087110838143e-05
"Adcy8",3.71853789245145,4.46672671537173,1.80432299860155,2.4755693514042,0.0133023923781433,0.021700112742472
"Add1",5099.09802665621,-0.229780035183821,0.0640002780435764,-3.59029745194808,0.00033030081530997,0.000654949889127306
"Add2",4.13803180619646,-4.22558004461163,1.50800812019398,-2.8020936943417,0.00507721257692131,0.00877787490705145
"Add3",211.183373503762,-1.38008307502403,0.16233045389067,-8.50168925144217,1.8685144570435e-17,8.88336735159302e-17
"Adgre5",182.623440398094,1.94603575524026,0.175773132212533,11.0712924708381,1.72888892891037e-28,1.30636798565692e-27
"Adgrg1",510.934266041422,0.443323895710139,0.117454359207364,3.774435437747,0.000160370433069264,0.00032753507191167
"Adgrg2",38.9080233503196,-0.932279218757828,0.352973320877075,-2.64121723545928,0.00826087322770053,0.0138778985419915
"Adgrl1",189.282095496072,-0.963306227872336,0.167392483959857,-5.75477587215533,8.67568202233154e-09,2.52314960745993e-08
"Adgrl2",1020.01385676156,2.80246627068032,0.120420301227227,23.2723738615485,8.44540343686346e-120,4.17147550086387e-118
"Adh5",479.335180457552,-1.50988170628622,0.152855102083786,-9.87786266668802,5.19286507232046e-23,3.18982720956199e-22
"Adh7",4.98768926852578,-2.60279457364935,1.19893020408902,-2.17093085550132,0.0299363995041377,0.0463030655574778
"Adi1",122.532735265745,-1.50136009169158,0.237515540755844,-6.32110255570569,2.59703587963908e-10,8.29784634713949e-10
"Adipor1",4813.29385932928,0.969868079133725,0.0807358296627375,12.0128582710454,3.04147850223614e-33,2.68541383948351e-32
"Adipor2",3988.31344516858,1.29136610028589,0.090144336785989,14.3255377578706,1.51550434318545e-46,2.02044893186627e-45
"Adk",471.376910930262,-2.25334794108928,0.155317782769684,-14.5079842173044,1.0784340135536e-47,1.48201673105451e-46
"Adm",8640.46690406119,1.2492434433043,0.246328026372237,5.07146288509014,3.94769263405156e-07,1.02075931400106e-06
"Adm2",279.233821672385,-0.859093567270447,0.148141946576524,-5.7991243339487,6.66620947398956e-09,1.9528720607808e-08
"Adnp",2412.17987617549,1.22341042395394,0.0912010383747367,13.414435249378,4.97710066369404e-41,5.64821254226371e-40
"Adora2a",17.8158429000373,1.32794673359242,0.532569895955557,2.49346938998452,0.0126501491116341,0.0206949364861428
"Adora2b",58.7152975575648,-2.33964600730651,0.335101533210263,-6.98190182806019,2.9121060528765e-12,1.04954252838719e-11
"Adpgk",414.840730918453,-1.62831553043806,0.134459356858838,-12.1100945927292,9.33864039292215e-34,8.38668360771221e-33
"Adprh",553.586157895347,-0.273464964007522,0.111758531314254,-2.44692696648425,0.0144080031115417,0.0233802684125892
"Adprhl2",410.32525766575,-2.6431701626744,0.136562250063797,-19.3550572097312,1.84789292343834e-83,5.45853076305855e-82
"Adprm",167.135327324613,0.432582004326247,0.187671653221495,2.30499383844455,0.0211669184988906,0.0335713838320449
"Adra2a",8.7951107414775,4.74564473707399,1.2534775897938,3.78598291322835,0.000153102195051027,0.000313487539034144
"Adrb1",5.86128806979084,3.20467828908879,1.24244783970494,2.57932621932029,0.00989932529105382,0.0164583623131164
"Adrb2",107.384395175362,2.21756513474407,0.291667502182029,7.60305868207456,2.89212263809377e-14,1.1680918912301e-13
"Adrbk1",2324.88074867633,0.30879230676055,0.0722948734683973,4.2712891239174,1.94346247658279e-05,4.31912405822898e-05
"Adrm1",2178.8631067086,0.899433866482853,0.0730648626913244,12.3100739993541,7.99498514713481e-35,7.48683457601156e-34
"Adsl",794.902202016308,-0.926536032582503,0.103556523704303,-8.94715271853032,3.6476941905097e-19,1.8862269353272e-18
"Adss",1530.28132728829,-0.869809013796208,0.0814456747855621,-10.6796219208242,1.2678696477278e-26,8.94634952834628e-26
"Adtrp",18.7224601917234,-1.88843721344665,0.621199222565125,-3.03998644049924,0.00236588799973688,0.00426142153817996
"Aebp1",277.133982902683,-2.21829979180791,0.230559901767915,-9.62135989301764,6.49665025076019e-22,3.79716919603112e-21
"Aebp2",443.735870494307,0.552303745019416,0.113547672282694,4.86406928399528,1.14996629867007e-06,2.85407615971411e-06
"Aen",2176.7105723302,0.338793555502928,0.115965686721371,2.92149829041189,0.0034835218742058,0.00614961265972291
"Afap1",1461.64478927929,-0.442403343917276,0.0968930942890303,-4.56589137918947,4.97376276809656e-06,1.16872273115812e-05
"Afap1l2",115.90335220139,-0.613809287199258,0.267599739610091,-2.29375891057897,0.0218043508163703,0.0344908827981224
"Aff1",992.453859048584,0.724165898864232,0.0900756112002365,8.03953355647428,9.01810887498891e-16,3.93648128074489e-15
"Aff4",4482.72373011571,1.33466787655747,0.0842923414525236,15.8337976328396,1.81903055527434e-56,3.1273832028768e-55
"Afg3l1",1504.94325901286,-0.392386711794835,0.101099067312988,-3.88121000740852,0.000103938037948321,0.000215678587009842
"Afg3l2",1409.91780668301,0.449617385404378,0.106288453455888,4.23016208050274,2.33522994848641e-05,5.15744756077666e-05
"Afmid",10.3938785274522,-7.23278091531879,1.40243749943213,-5.15729286919915,2.50545762354046e-07,6.57860027862956e-07
"Aftph",1865.75287866058,0.980452456861546,0.0837743541501146,11.7034916808154,1.22314871635006e-31,1.02228767888009e-30
"Aga",705.661695695029,0.322750435980776,0.0987326479078659,3.26893325379013,0.00107953763989151,0.00201902353134272
"Agap1",544.801012828609,-0.510973470207119,0.13321224119635,-3.83578465175706,0.000125164045340781,0.000258389358418481
"Ager",31.1187903328812,1.38699813392788,0.50056482884702,2.77086613760426,0.00559074055930645,0.00960918500010858
"Agfg2",152.251160112458,-1.60564134266264,0.217330726842651,-7.38800889312417,1.49043777359041e-13,5.76468422570975e-13
"Agk",168.106613894506,-1.10243223389592,0.17989202074675,-6.12829979517496,8.88231035327958e-10,2.74415802044926e-09
"Ago1",354.692521566902,-0.610404948179579,0.138833184507355,-4.39667900974528,1.09919712285373e-05,2.50425779293633e-05
"Ago2",849.911546207993,0.92525877253704,0.13376177936945,6.91721339906428,4.60613980760288e-12,1.63755743248466e-11
"Ago3",103.71957876093,0.866061202177537,0.248143616420673,3.49016111987874,0.000482729413771776,0.000940791541846288
"Agpat1",1906.72537065666,-0.277777056017909,0.0918217024107576,-3.02517867481147,0.00248486284392733,0.00446245969229805
"Agpat2",676.208540759628,0.782858328920791,0.119086903554908,6.57384066216679,4.90337036432409e-11,1.63835374634971e-10
"Agpat4",1086.96156522725,0.296430431825824,0.118645428234787,2.49845641956991,0.0124735478567621,0.0204309865139572
"Agpat5",1041.17653905127,-0.871258521624211,0.0942146920135166,-9.24758658128623,2.29618548458485e-20,1.25276720055304e-19
"Agpat6",2878.77024764248,0.675988104092547,0.0749081506753946,9.02422630912168,1.8096959615887e-19,9.49932740813024e-19
"Agpat9",1406.48912044668,3.26703358495715,0.10594951919749,30.8357565914707,8.69568484294594e-209,1.06939177272637e-206
"Agrn",9443.51003454904,-0.948031440634967,0.093493054732131,-10.1401269147873,3.66622952653887e-24,2.36285552159607e-23
"Ahctf1",2128.2964650987,0.718782119446597,0.0894558154484463,8.03505189509824,9.35393045249766e-16,4.07568943649681e-15
"Ahcyl1",3727.63568589977,0.331351478845702,0.0673722665043835,4.91821777769853,8.73357183256288e-07,2.19331126747339e-06
"Ahcyl2",833.719612666113,-0.910699417387253,0.125348648191151,-7.26533098305515,3.7212595908564e-13,1.41166574091915e-12
"Ahdc1",1465.96388887657,1.149311958583,0.0879816401082651,13.0630885849448,5.3511865620626e-39,5.7326667063092e-38
"Ahi1",210.118146038835,-1.02298164916242,0.187261510552043,-5.462850567352,4.6854900353816e-08,1.29934482067232e-07
"Ahnak",28081.027604548,0.89864275377128,0.111718491249338,8.04381390870783,8.70847336488952e-16,3.80683790328794e-15
"Ahsa1",2041.23036133233,-0.875037820264696,0.0962132394462201,-9.0947755766379,9.47820138601789e-20,5.02557338778212e-19
"Ahsa2",829.528201606359,0.99110800614962,0.0907145887302138,10.9255635727698,8.69986390854316e-28,6.41289050922093e-27
"Aida",1594.17335832586,-0.707095366206055,0.122027889858124,-5.7945389945541,6.85091051073589e-09,2.00454414846781e-08
"Aif1l",247.03476189455,-1.09560773222601,0.155609146204396,-7.04076694044001,1.91184558703285e-12,6.95909483990331e-12
"Aifm1",965.70807620108,-0.973797502664728,0.0939168416468524,-10.3687207277095,3.44100335872063e-25,2.31681410498889e-24
"Aifm2",224.108751908192,-1.51403458982304,0.164522680607213,-9.20258887245882,3.49427672846164e-20,1.89186986214823e-19
"Aifm3",38.5688524367652,1.59793173697236,0.394976984511442,4.04563252957355,5.21820339332714e-05,0.000111645281903744
"Aig1",387.933721941611,-0.568063352479629,0.180079282526916,-3.15451807952824,0.00160763417166627,0.00295218757228735
"Aimp1",1131.12593950838,-0.458275892922914,0.117150753462811,-3.91184759275485,9.15927094174557e-05,0.000191213465078672
"Aimp2",903.594743425121,-0.479637939177376,0.0913248114706259,-5.25200032120131,1.50456200107781e-07,4.02092036569056e-07
"Aip",604.317620856975,0.921254211110696,0.119195255557024,7.72895034123199,1.08436960515675e-14,4.45730643975072e-14
"Ajuba",2950.03107614901,-0.427951942603942,0.0759503761867537,-5.63462571339548,1.75438944544618e-08,5.00447375065501e-08
"Ak1",96.7646816385784,-1.79452863190643,0.287897811435421,-6.23321387182189,4.56961615820244e-10,1.44057059740141e-09
"Ak2",1542.26549252509,0.27596414415427,0.10969788684548,2.51567420385219,0.0118804948447895,0.019525940797682
"Ak3",1312.9262905043,-0.580650652838502,0.113049472520008,-5.13625265023448,2.8027081418854e-07,7.32875646040419e-07
"Ak4",709.25577888113,1.84618862863553,0.114259199552433,16.1578991964522,9.99087917029268e-59,1.78915417177366e-57
"Akap1",246.967333623582,-2.66723967458117,0.170731480715013,-15.6224245429778,5.12203030505867e-55,8.51458058435407e-54
"Akap10",681.0477689884,0.701906624086155,0.115119715875067,6.09718864184736,1.07950103231899e-09,3.31806846251174e-09
"Akap11",425.874905215627,-1.19341570278902,0.136454055474673,-8.7459159688407,2.21213700131914e-18,1.10213621909459e-17
"Akap12",136.834817114222,2.23920816768273,0.298327790298476,7.50586516074286,6.10242078511838e-14,2.4208813463544e-13
"Akap13",809.699287269416,0.263876934580246,0.109004689603083,2.42078515650195,0.0154870273196119,0.0250368414830265
"Akap17a",885.069094113687,0.804574774095269,0.123941580150775,6.49156459935804,8.49494705527459e-11,2.80419342399807e-10
"Akap2",37.6787773526338,2.41919595184791,0.434445271016981,5.56847113604177,2.56984187806573e-08,7.23638652206733e-08
"Akap6",7.80492848557127,4.48179171700245,1.16917947411392,3.83327950603909,0.000126446141395458,0.000260991419095404
"Akap7",28.1698495417951,-1.87701494204807,0.416049759441443,-4.5115155085488,6.43660761814371e-06,1.49901439640325e-05
"Akap8l",465.024542876941,0.346968571171132,0.14330437771033,2.42120008275311,0.0154693601720243,0.0250149911167632
"Akap9",1145.82508256215,0.18997841754158,0.0839015934175791,2.26430047157812,0.0235556406052262,0.0370683521043013
"Akip1",154.181141423355,-0.599073325883685,0.217662565503963,-2.75230297178859,0.00591777442228801,0.010142351726026
"Akirin1",2539.73992434655,1.49377362339413,0.0810176896644993,18.437623062074,6.55606121588664e-76,1.64955427502851e-74
"Akirin2",1684.85457896328,1.57421378203801,0.0843534270707136,18.66212004307,1.00657329175627e-77,2.63150136925088e-76
"Akna",23.236283274378,1.94375599899511,0.511585365359163,3.79947537715525,0.000145002717431358,0.000297966368368752
"Akr1a1",5771.01713041771,-0.330366354250834,0.0952717442350001,-3.46762155876923,0.000525086193316456,0.00101922029342083
"Akr1b1",1862.42993051228,-0.331837727070592,0.0984991334611572,-3.36894057247164,0.000754576961256668,0.0014371304578169
"Akr1b10",145.702624664859,1.91484568225548,0.260469738581926,7.35150921055345,1.95981258724247e-13,7.52218512784911e-13
"Akr1b8",49249.4399303234,2.01885063285167,0.21301500752772,9.47750422039609,2.60437452139553e-21,1.48126105388669e-20
"Akr1e2",23.830039177607,-3.8463988956374,0.602301694881674,-6.38616648155548,1.70095820080397e-10,5.50777760238836e-10
"Akr7a2",198.609103009932,-1.52062166635328,0.176334191304267,-8.6235213664798,6.49260550218807e-18,3.16029408369833e-17
"Akt1",3088.37651823378,-0.38190687019933,0.0883101167528988,-4.32461063626432,1.52801503646714e-05,3.43447169330512e-05
"Akt3",1186.14988054554,0.635143515119136,0.112306989741354,5.65542284217472,1.55463057939031e-08,4.44728405953288e-08
"Aktip",2772.14102684083,2.16111430433647,0.0987299701812045,21.8891416696477,3.29662748280998e-106,1.37477350944034e-104
