"","A1","A2","A3","B1","B2","B3","C1","C2","C3"
"Map3k2",148.725877407219,151.026472555855,147.1515297971,431.672017024498,428.957642443897,434.174144561589,467.947031710444,384.269402105128,436.298946236357
"Map3k3",855.348355980486,961.581394071221,943.651961431403,723.915087981651,644.027314413014,776.647715487326,792.331859313,619.488854302813,729.503061231208
"Map3k4",989.411118713754,975.437033755245,1097.64774842837,625.757109950241,589.669045673567,610.089530720164,1011.51079688229,1051.50081848767,1026.91584773316
"Map3k5",229.023886336,279.191139633071,231.849212645431,1313.97838773865,1363.68352446352,1441.00901427769,940.277642172273,674.218132784452,784.215790823549
"Map3k6",485.279271352194,466.935057351587,444.876717991233,761.839761311969,703.112389129804,695.240063382028,312.329986036245,312.07333261871,241.297166407246
"Map3k7",41.1963697982438,63.7359425465075,59.0317183488366,59.117873132554,68.5386866714767,69.2432902964604,78.904417524946,85.005049556589,49.1011675828698
"Map3k7cl",0,0,0,0,0,0,0,0,0
"Map3k8",36.3086649069268,37.4102271468631,61.5983147987861,476.289279766048,506.949941070061,445.402786231286,375.89187793134,282.962014277413,380.183326141649
"Map3k9",611.661354970535,738.505595158445,789.656174434438,1450.06103910038,1418.04179320297,1222.05050171861,979.729850934746,1160.95937545095,1262.60145213094
"Map4",4792.04552415843,5229.81119873462,5217.03505059719,4053.47832006983,4022.51188671908,3966.51766982021,5735.91279618844,5992.2737673727,5423.57468215356
"Map4k1",4.88770489131706,6.23503785781051,6.84425719986512,0,1.18170149433581,4.67860069570678,6.57536812707884,4.65781093460761,5.61156200947083
"Map4k2",511.812526476487,604.105890223419,610.849955087962,393.74734369418,414.777224511868,396.745338995935,446.029137953514,454.136566124242,471.37120879555
"Map4k3",682.183954116682,641.516117370282,737.468713285466,799.764434642287,841.371463967094,981.570425959283,940.277642172273,829.090346360155,976.411789647925
"Map4k4",4179.68592563199,4465.67267016073,4998.87435235149,9907.26319176121,10237.0800454311,9782.01833458374,10947.9879315863,11332.4540039003,10991.647086051
"Map4k5",1558.47961677424,1371.70832871831,1479.21508732085,1560.48876438572,1551.57406206291,1848.98299494332,1753.43150055436,1638.38499624823,1607.71251571339
"Map6",907.716622673169,822.332215246787,798.211495934269,818.726771307445,828.3727475294,688.690022408038,897.537749346261,935.055545122479,939.936636586365
"Map6d1",3.49121777951219,2.0783459526035,0,0,0,0,0,0,0
"Map7",999.186528496388,857.664096441046,877.775985882701,1355.24935577459,1315.23376319575,1477.5020997042,1087.1275303437,978.140296267599,918.893279050849
"Map7d1",5919.70886694087,5520.77963209911,4784.9913148557,8549.78297284955,8891.1220433826,7675.71230137654,10641.1374189892,9673.10885844636,11544.3859439839
"Map7d2",177.353863199219,154.49038247686,149.718126247049,39.0401048988564,38.9961493130816,53.3360479310573,72.3290493978672,61.7159948835509,46.2953865781344
"Map7d3",0,0,0,0,0,0,0,0,0
"Map9",209.473066770731,183.58722581331,188.217072996291,215.27829272798,183.16373162205,202.115550054533,53.6988397044772,112.951915164235,77.158977630224
"Mapk1",2833.47234985209,2916.61215348692,2964.41889969158,3027.28127701418,2904.62227307741,3491.1718391364,3530.97268424133,3793.7870062379,3211.21635991968
"Mapk10",0,0.692781984201168,0.85553214998314,0,0,0,0,0,0
"Mapk11",4.18946133541463,15.2412036524257,3.42212859993256,14.5006103910038,14.1804179320297,7.48576111313085,20.821999069083,13.9734328038228,7.01445251183854
"Mapk12",4.18946133541463,2.0783459526035,5.98872504988198,5.57715784269377,5.90850747167903,8.4214812522722,21.9178937569295,31.4402238086014,5.61156200947083
"Mapk13",2489.23827679219,2976.19140412822,2568.30751424939,6684.78139025275,6986.21923451328,7202.23791097102,10645.5209977406,8919.70793977358,11920.3605986184
"Mapk14",2410.33675497521,2371.3927319206,2334.74723730399,2954.77822505916,3027.51922848833,3153.37686890637,3137.54649130445,3036.89272936416,2916.60935442247
"Mapk15",0,0,0,6.69258941123252,0,1.87144027828271,0,0,0
"Mapk1ip1",102.641802717658,109.459553503785,104.374922297943,179.584482534739,119.351850927916,189.951188245695,98.6305219061825,164.187835444918,130.468816720197
"Mapk1ip1l",475.50386156956,514.044232277267,581.761861988535,1361.94194518582,1322.32397216177,1453.17337608653,992.880587188904,1183.08397739033,1028.31873823553
"Mapk3",1136.04226545327,1164.56651544216,1172.93457762688,1999.96880238999,2027.79976428024,2294.38578117461,3482.75331797609,3162.65362459857,3424.45571627958
"Mapk4",0,0,0,0,0,0,0,2.32890546730381,0
"Mapk6",9246.14116726008,8875.92278158536,8344.86059093554,18160.3413673795,18262.0148934655,17510.1309637522,19984.7355275683,20468.7501521332,20748.7505300184
"Mapk7",0,0,0,0,0,0,0,0,0
"Mapk8",379.844494410926,437.838214015138,459.420764540946,333.514038993087,251.702418293527,381.773816769673,456.988084831979,498.385770003015,371.765983127443
"Mapk8ip1",97.0558542704388,60.9648146097028,99.2417293980442,87.0036623460228,72.0837911544841,117.900737531811,89.8633644034108,74.5249749537218,88.3821016491656
"Mapk8ip3",458.746016227902,595.792506413005,466.265021740811,1231.43645166678,1298.68994227505,1315.62251563275,1541.92382579999,1677.97638919239,1428.14253141033
"Mapk9",972.653273372096,1006.6122230443,1108.76966637815,426.094859181804,480.952508194673,538.03908000628,744.112493047755,688.191565588275,662.164317117558
"Mapkap1",976.84273470751,893.688759619507,877.775985882701,596.755889168233,441.956358881591,605.410930024457,770.41396555607,818.610271757288,785.618681325917
"Mapkapk2",1346.2135757799,1490.17404801671,1405.6393224223,4433.84048494155,4612.18093239265,4213.54778655353,4073.44055472534,3539.93631030179,4152.55588700842
"Mapkapk3",2334.92645093775,2169.10039253386,2002.80076311053,3394.25826306343,3612.46146818456,2998.98304594805,2764.94229743665,2609.53857611392,2739.84515112413
"Mapkapk5",634.005148759413,673.384088643535,681.859123536562,980.464348745565,1062.34964340789,943.205900254487,871.236276837946,737.098580401655,736.517513743047
"Mapkbp1",370.767328184194,418.440318457505,424.343946391637,1226.97472539263,1289.23633032036,1502.76654346102,1216.44310350958,961.837957996472,1050.76498627341
"Mapre1",4669.8529018755,5262.37195199207,5305.15486204545,4871.08965980874,4705.53535044518,4284.66251712827,5090.43082504686,4924.4706106139,4911.51964878935
"Mapre2",444.781145109853,380.337309326441,357.612438692952,332.398607424549,363.964060255428,342.473570925736,762.742702741145,886.148530309099,875.40367347745
"Mapre3",275.806204581463,340.848736226975,319.969024093694,113.774019990953,89.8093135695212,137.550860453779,259.727041019614,251.521790468811,270.757866956968
"Mapt",12.5683840062439,22.1690234944374,8.5553214998314,10.0388841168488,8.27191046035064,15.9072423654031,18.63020969339,6.98671640191142,11.2231240189417
"Marc1",0,0,0.85553214998314,0,1.18170149433581,0,1.09589468784647,0,0
"Marc2",501.33887313795,461.392801477978,470.542682490727,298.935660368386,223.341582429467,267.615959794428,281.644934776543,284.126467011065,328.276377554044
"March1",0,0,0,0,0,0,0,0,0
"March10",0,0,0,0,0,0,0,0,1.40289050236771
"March11",0,0,0.85553214998314,2.23086313707751,0,0,0,0,0
"March2",662.633134551413,778.686950242113,749.44616338523,481.866437608742,444.319761870263,407.973980665631,880.003434340717,877.997361173535,1029.7216287379
"March3",108.92599472078,85.9049660409448,81.2755542483983,304.51281821108,265.882836225556,289.137522994679,291.507986967162,272.481939674545,293.204114994851
"March5",968.463812036681,859.74244239365,903.441950382196,1419.94438674983,1470.03665895374,1493.4093420696,1401.64930575564,1177.26171372207,1381.84714483219
"March6",1390.90116335766,1456.92051277506,1308.10865732422,1660.8776055542,1665.01740551915,1688.97485115015,1901.37728341363,1931.82708512851,1749.40445645253
"March7",1337.13640955317,1336.37644752405,1309.81972162419,4782.97056589418,4918.24161942562,4765.62266864693,3520.01373736287,3439.79337520772,3131.25160128472
"March8",858.141330204096,897.152669540513,858.954278583072,2727.23018507725,3009.7937060733,2955.93991954754,3134.25880724091,3761.18232969565,3469.34821235534
"March9",126.382083618341,153.104818508458,109.508115197842,220.855450570673,239.885403350169,221.765672976501,173.151360679743,143.227686239184,203.419122843318
"Marcks",741.534656368389,805.705447625958,722.06913458577,3891.74074263171,4446.74272318564,3621.23693847705,7454.27566673171,8459.74910998108,6850.31432306152
"Marcksl1",181.543324534634,177.352187955499,184.794944396358,587.832436619923,573.125224752866,373.352335517401,367.124720428568,337.691292759052,565.364872454186
"Marco",0,0,0,0,0,0,0,0,0
"Marf1",48.1788053572682,45.0308289730759,47.0542682490727,138.313514498805,151.257791274983,155.329543097465,107.397679408954,130.418706169013,123.454364208358
"Mark1",58.6524586958048,35.3318811942596,62.4538469487692,25.6549260763913,35.4510448300742,25.2644437568166,39.452208762473,33.7691292759052,25.2520290426187
"Mark2",1463.51849317151,1552.52442659482,1578.45681671889,2870.00542585021,2625.74072041416,2814.6461785372,1966.03506999657,1915.52474685738,2063.6519289829
"Mark3",2497.61719946302,2376.24220581001,2373.24618405323,2920.19984643446,3052.33495986939,3157.11974946294,2488.77683609934,2510.5600937535,2333.0069054375
"Mark4",977.540978263413,929.713422797967,942.79642928142,2408.21675647517,2638.73943685185,2183.03508461678,1843.29486495777,1481.18387720522,1798.5056240354
"Mars",2395.67364030126,2453.83378804054,2754.81352294571,2344.63715706846,2314.95322740384,2413.22223884556,2744.12029836757,2678.24128739938,2889.95443487748
"Marveld1",82.3927395964876,115.001809377394,94.1085364981454,18.9623366651588,12.9987164376939,36.4930854265129,24.1096831326224,34.9335820095571,40.6838245686635
"Marveld2",228.325642780097,215.455197086563,233.560276945397,684.874983082795,739.745135454214,723.311667556268,567.673448304473,622.982212503768,568.170653458922
"Marveld3",43.2911004659511,24.2473694470409,23.9549001995279,160.622145869581,176.073522656035,116.029297253528,117.260731599573,91.9917659585004,152.91506475808
"Mas1",0,0,0,0,0,0,0,0,0
"Masp1",0,0,0,0,0,0,0,0,0
"Masp2",46.0840746895609,49.8803028624841,39.3544788992244,72.503051955019,42.541253796089,93.5720139141356,19.7261043812365,20.9601492057343,28.0578100473542
"MAST1",11.8701404503414,3.46390992100584,0.85553214998314,16.7314735280813,8.27191046035064,7.48576111313085,17.5343150055436,17.4667910047786,21.0433575355156
"Mast2",1018.73734806166,1123.69237837429,1208.01139577619,1237.01360950948,1375.50053940688,1323.10827674588,1558.36224611768,1534.74870295321,1515.12174255712
"Mast3",544.629973603901,586.786340618389,584.328458438484,1085.31491618821,1093.07388226062,1155.61437183957,503.015661721531,596.199799629775,542.918624416303
"Mastl",229.722129891902,358.168285832004,576.628669088636,3.34629470561626,3.54510448300742,10.2929215305549,2.19178937569295,11.644527336519,5.61156200947083
"Mat1a",67.7296249225365,62.3503785781051,54.7540575989209,16.7314735280813,41.3595523017532,42.107406261361,30.6850512597012,4.65781093460761,18.2375765307802
"Mat2a",1072.50210186614,1198.51283266802,1155.82393462722,3741.15748087898,3638.45890105995,3471.52171621443,1109.04542410063,1176.09726098842,984.829132662131
"Mat2b",859.537817315901,801.548755720751,798.211495934269,1289.4388932308,1250.24018100728,1222.98622185775,986.305219061825,1105.06564423566,876.806563979818
"Matk",2.09473066770731,1.38556396840234,2.56659644994942,0,0,3.74288055656542,5.47947343923236,6.98671640191142,4.20867150710312
"Matn1",0,0,0,0,0,0,0,0,0
"Matn3",0,0.692781984201168,0,1.11543156853875,3.54510448300742,2.80716041742407,1.09589468784647,9.31562186921523,1.40289050236771
"Matn4",0,0,0,1.11543156853875,0,0,0,0,0
"Matr3",1974.63277609209,1824.09496440168,1939.49138401178,2459.52660862795,2492.20845155421,2650.89515418746,1603.29392831939,1567.35337949546,1531.95642858554
"Mau2",885.372828884291,999.684403202285,1022.36091922985,1635.22267947781,1746.55480862832,1599.14571779258,2130.41927317354,2045.94345302639,2153.43692113443
"Mavs",233.213347671414,243.859258438811,256.659644994942,340.20662840432,350.965343817734,340.602130647454,255.343462268228,253.850695936115,223.059589876466
"Max",766.671424380877,649.829501180696,674.159334186714,1209.12782029601,1231.33295709791,1044.26367528175,987.401113749672,963.002410730124,1090.04592033971
"Maz",353.311239286633,421.904228378511,547.540575989209,527.599131918831,582.578836707552,587.632247380772,646.577865829419,585.719725026908,674.790331638868
"Mb",0,0,0,1.11543156853875,2.36340298867161,0.935720139141356,0,0,0
"Mb21d2",270.918499690146,257.022116138633,250.67091994506,315.667133896467,381.689582670465,387.388137604521,347.398616047332,342.34910369366,364.751530615604
"Mbd1",764.576693713169,701.788149995783,663.037416236933,1116.54700010729,1017.44498662313,1196.78605796179,973.154482807668,1006.08716187524,997.45514718344
"Mbd2",2275.57574868604,2170.48595650226,2222.6725256562,4325.64362279329,4027.23869269643,4067.57544484748,2997.2719712601,3049.70170943434,3114.41691525631
"Mbd3",1353.89425489483,1209.59734441524,1255.92119617525,931.38535972986,1002.08286719676,901.098493993126,951.236589050738,923.41101778596,1036.73608124974
"Mbd3l1",0,0,0,0,0,0,0,0,0
"Mbd6",773.653859939901,891.610413666903,900.875353932246,1925.23488729789,2023.0729583029,1636.57452335823,1379.73141199871,1413.64561865341,1379.04136382746
"Mbip",172.466158307902,115.001809377394,196.772394496122,234.240629393138,232.795194384154,264.808799377004,101.918205969722,100.142935094064,82.7705396396948
"Mbl1",0,0,0,0,0,0,0,0,0
"Mbl2",0,0,0,0,0,0,0,0,0
"Mblac1",74.0138169256584,83.8266200883413,78.7089577984488,53.5407152898602,50.8131642564396,32.7502048699475,55.8906290801701,57.0581839489433,43.489605573399
"Mblac2",30.0244729038048,38.1030091310642,41.9210753491738,5.57715784269377,16.5438209207013,17.7786826436858,18.63020969339,3.49335820095571,9.82023351657396
"Mbnl1",695.450581678828,820.253869294183,813.611074633966,269.934439586378,212.706268980445,251.708717429025,458.083979519826,513.52365554049,354.93129709903
"Mbnl2",3319.44986476019,3267.15983749271,3111.57042948868,1241.47533578363,1171.06618088678,1297.84383298906,1946.30896561534,1850.31539377287,1534.76220959027
"Mbnl3",143.13992896,166.960458192481,161.695576346813,156.160419595426,134.713970354282,152.522382680041,376.987772619187,387.762760306084,305.83012951616
"Mboat1",719.889106135413,953.268010260807,984.717504630594,858.882307774841,958.359911906338,949.755941228477,1180.27857881065,1068.96760949245,1140.54997842495
"Mboat2",298.848241926243,279.883921617272,214.738569645768,138.313514498805,120.533552422252,169.365345184585,128.219678478037,103.636293295019,103.81389717521
"Mboat4",1.39648711180488,0,1.71106429996628,7.80802097977128,1.18170149433581,0.935720139141356,6.57536812707884,6.98671640191142,1.40289050236771
"Mboat7",14.6631146739512,15.9339856366269,17.1106429996628,18.9623366651588,24.8157313810519,14.9715222262617,24.1096831326224,12.8089800701709,7.01445251183854
"Mbp",823.927395964876,890.224849698501,907.719611132111,1746.76583633169,1992.34871945017,1535.51674833097,1846.58254902131,1882.92007031513,1902.31952121061
"Mbtps1",1865.00853781541,2030.54399569362,2056.69928855947,1417.71352361276,1416.86009170863,1433.52325316456,1435.62204107888,1376.38313117655,1308.89683870907
