"","A1","A2","A3","B1","B2","B3","C1","C2","C3"
"Cacna1c",165.483722748878,201.59955740254,199.338990946072,58.0024415640152,43.7229552904248,53.3360479310573,16.4384203176971,17.4667910047786,23.849138540251
"Cacna1d",5.5859484472195,11.0845117472187,6.84425719986512,16.7314735280813,5.90850747167903,18.7144027828271,27.3973671961618,22.1246019393862,37.8780435639281
"Cacna1e",0,0,0,0,0,0,0,0,0
"Cacna1f",0,0,0,0,2.36340298867161,0,0,0,0
"Cacna1g",67.031381366634,42.2597010362713,62.4538469487692,573.33182622892,580.215433718881,466.924349431537,392.330298249037,430.847511451204,418.061369705577
"Cacna1h",0,0,0,0,0,0,0,0,0
"Cacna1i",9.77540978263413,2.0783459526035,11.1219179497808,27.8857892134689,23.6340298867161,46.7860069570678,50.4111556409377,65.2093530845066,53.3098390899729
"Cacna1s",0.698243555902438,2.77112793680467,7.69978934984826,0,0,0,0,0,0
"Cacna2d1",5.5859484472195,7.62060182621285,13.6885143997302,12.2697472539263,5.90850747167903,13.100081947979,31.7809459475477,36.098034743209,32.2664815544573
"Cacna2d2",3.49121777951219,4.84947388940818,11.1219179497808,3.34629470561626,5.90850747167903,0,1.09589468784647,2.32890546730381,0
"Cacna2d3",0,0,0.85553214998314,0,0,0,0,0,1.40289050236771
"Cacna2d4",64.9366506989267,60.9648146097028,76.1423613484994,146.121535478577,106.353134490223,113.222136836104,151.233466922813,131.583158902665,119.245692701255
"Cacnb1",0.698243555902438,0,0,0,3.54510448300742,0,0,0,0
"Cacnb2",0,1.38556396840234,0,0,1.18170149433581,0,1.09589468784647,10.4800746028671,1.40289050236771
"Cacnb3",546.026460715706,583.322430697384,522.730143639698,1245.93706205779,1367.22862894653,1291.29379201507,1258.08710164775,1250.62223594214,1210.69450354333
"Cacnb4",0,0,0,0,0,0,0,0,0
"Cacng1",0,0,0,0,0,0,0,0,0
"Cacng2",0,0,0,0,0,0,0,0,0
"Cacng3",0,0,0,0,0,0,0,0,0
"Cacng4",0,0,0,0,0,0,0,0,1.40289050236771
"Cacng5",0,0,0,0,0,0,0,0,0
"Cacng6",0,0,0,0,0,0,0,0,0
"Cacng7",0,0,0,0,0,0,0,0,0
"Cacng8",0,0,0,0,0,0,0,0,0
"Cactin",675.89976211356,764.138528573888,768.26787068486,1344.0950400892,1353.0482110145,1185.5574162921,588.495447373556,615.995496101857,583.602448984967
"Cacul1",1418.83090559375,1443.75765507523,1512.58084117019,2326.79025197184,2307.86301843783,2483.40124928116,2087.67938034753,2205.47347753671,1931.78022176033
"Cacybp",2487.84178968039,2585.46236503876,2841.22227009401,1548.21901713179,1496.03409182913,1914.48340468321,923.839221854576,1046.84300755306,841.734301420625
"Cad",3466.0810114997,3919.06768462601,3843.90594987425,683.759551514256,732.6549264882,790.683517574446,544.659659859697,635.791192573939,526.083938387891
"Cadm1",138.252224068683,170.424368113487,183.939412246375,214.162861159441,183.16373162205,179.65826671514,211.507674754369,201.450322921779,209.030684852789
"Cadm2",0,0,0,0,0,0,0,1.1644527336519,0
"Cadm3",0,0,0,0,0,0.935720139141356,0,0,0
"Cadm4",146.631146739512,87.9833119935483,114.641308097741,387.054754282948,316.696000481996,319.080567447202,334.247879793174,253.850695936115,378.780435639281
"Cadps",2.09473066770731,2.0783459526035,5.98872504988198,0,0,0,0,1.1644527336519,0
"Cage1",19.5508195652683,18.7051135734315,8.5553214998314,1.11543156853875,8.27191046035064,0.935720139141356,5.47947343923236,13.9734328038228,8.41734301420625
"Calb1",0,0,0,0,0,0,0,0,0
"Calb2",0,2.77112793680467,0,0,0,0,0,0,0
"Calca",0,0,0,3.34629470561626,2.36340298867161,5.61432083484814,0,8.15116913556333,1.40289050236771
"Calcb",1.39648711180488,0.692781984201168,8.5553214998314,201.893113905514,186.708836105057,207.729870889381,273.973671961618,364.473705633046,284.786771980645
"Calcoco1",1.39648711180488,0,0,0,2.36340298867161,0,0,1.1644527336519,0
"Calcr",0,0,0,0,0,0,0,0,0
"Calcrl",1.39648711180488,2.77112793680467,5.13319289989884,0,0,0,0,4.65781093460761,0
"Cald1",2908.88265388956,3249.14750590348,2951.58591744183,561.062078974993,629.846896480984,600.732329328751,2814.25755838974,3676.17728013906,2617.79367741814
"Calhm1",0.698243555902438,0,0,0,0,0,0,2.32890546730381,0
"Calhm2",199.697656988097,211.298505181356,220.72729469565,36.8092417617789,38.9961493130816,31.8144847308061,29.5891565718548,61.7159948835509,58.9214010994437
"Calhm3",0,0,0,0,0,0,0,0,0
"Calm1",9436.76165802145,10686.8548882872,11979.1611640639,14184.9432571073,13311.8673336929,13411.6767543131,16354.0364267329,16985.8720257803,17175.5884204879
"Calm2",5965.09469807452,6192.77815677424,6209.45234457763,3297.21571660056,2989.70478066959,2856.75358479856,5163.85576913258,5295.93103264886,4866.62715271358
"Calm3",1911.79085606087,2072.8036967299,2366.40192685336,1380.90428185098,1383.77244986723,1512.12374485243,1564.93761424476,1682.634200127,1740.98711343833
"Calml3",0,1.38556396840234,0,0,2.36340298867161,0,0,0,0
"Calml4",2.09473066770731,0,0,0,2.36340298867161,4.67860069570678,0,0,1.40289050236771
"Caln1",0,0,0,0,2.36340298867161,0,0,0,0
"Calr",12641.0013360577,16057.9936117989,16581.0685988232,26627.5824041571,26503.2011149634,23269.4884201672,25911.333999442,28497.651750663,26163.9078691578
"Calr3",53.7647538044877,45.0308289730759,39.3544788992244,21.1931998022363,22.4523283923803,13.100081947979,9.86305219061825,11.644527336519,9.82023351657396
"Calu",3186.08534558282,3851.17505017429,4363.21396491401,4790.77858687395,4944.23905230101,4138.69017542222,4094.26255379442,4455.19615895218,4110.46917193738
"Caly",0,0,0,0,0,0,0,0,0
"Camk1",201.094144099902,160.03263835047,141.162804747218,213.047429590902,219.79647794646,202.115550054533,250.959883516842,203.779228389083,307.233020018528
"Camk1d",6.98243555902438,4.15669190520701,3.42212859993256,14.5006103910038,8.27191046035064,8.4214812522722,14.2466309420041,3.49335820095571,14.0289050236771
"Camk1g",19.5508195652683,24.2473694470409,21.3883037495785,123.812904107802,142.985880814632,113.222136836104,187.397991621747,208.437039323691,214.642246862259
"Camk2a",0,0,0,0,0,0,0,0,0
"Camk2b",1774.935119104,1748.58172812375,1356.01845772328,269.934439586378,375.781075198786,317.20912716892,309.042301972705,411.051814979122,402.629574179532
"Camk2d",1078.78629386927,1138.93358202672,1169.51244902695,878.960076008538,991.447553747741,871.155449540603,1400.55341106779,1566.18892676181,1423.93385990322
"Camk2g",180.146837422829,211.991287165557,254.948580694976,273.280734291995,311.969194504653,226.444273672208,143.562204107888,227.068283062121,185.181546312537
"Camk2n1",11.171896894439,4.84947388940818,4.2776607499157,73.6184835235578,60.2667762111261,65.5004097398949,49.3152609530913,25.6179601403419,63.1300726065469
"Camk2n2",1.39648711180488,4.15669190520701,5.98872504988198,1.11543156853875,1.18170149433581,0,1.09589468784647,0,2.80578100473542
"Camk4",11.171896894439,10.3917297630175,3.42212859993256,0,0,0,1.09589468784647,0,0
"Camkk1",41.8946133541463,39.4885730994666,40.2100110492076,39.0401048988564,31.9059403470668,38.3645257047956,18.63020969339,12.8089800701709,19.6404670331479
"Camkk2",138.252224068683,153.104818508458,128.329822497471,42.3863996044727,40.1778508074174,43.9788465396437,28.4932618840083,38.4269402105128,60.3242916018115
"Camkmt",129.175057841951,113.616245408992,137.740676147286,53.5407152898602,29.5425373583951,47.7217270962092,50.4111556409377,61.7159948835509,81.3676491373271
"Camkv",0.698243555902438,0,1.71106429996628,12.2697472539263,29.5425373583951,14.9715222262617,3.28768406353942,8.15116913556333,4.20867150710312
"Camlg",258.350115683902,217.533543039167,230.993680495448,214.162861159441,185.527134610721,169.365345184585,120.548415663112,144.392138972836,173.958422293596
"Camp",0,0.692781984201168,0,0,0,0,0,0,0
"Camsap1",1312.69788509658,1276.79719688275,1334.6301539737,1620.72206908681,1473.58176343675,1725.46793657666,1891.51423122301,1808.39509536141,1840.59233910643
"Camsap2",10842.3259360531,9901.24011820309,9237.18062336796,13488.9139583392,12796.6454821624,14434.4188663946,19212.1297726365,18143.3380430303,17007.2415602037
"Camsap3",76.1085475933657,62.3503785781051,55.6095897489041,555.4849211323,553.036299349157,473.474390405526,223.56251632068,237.548357664988,202.01623234095
"Camta1",23.7402809006829,16.626767620828,18.8217072996291,47.9635574471664,42.541253796089,44.9145666787851,29.5891565718548,41.9202984114685,30.8635910520896
"Camta2",465.728451786926,448.229943778156,550.962704589142,236.471492530216,252.884119787862,249.837277150742,244.384515389763,176.996815515089,178.167093800699
"Cand1",3521.9404959719,3234.59908423525,3491.42670408119,5076.32906841987,4989.14370908577,5696.66420709258,3660.28825740722,3615.62573798916,3522.65805144532
"Cand2",31.4209600156097,33.9463172258572,40.2100110492076,10.0388841168488,2.36340298867161,6.55004097398949,10.9589468784647,18.6312437384305,8.41734301420625
"Cant1",425.928569100487,440.609341951943,429.477139291536,208.585703316747,194.980746565408,242.351516037611,146.849888171427,143.227686239184,185.181546312537
"Canx",14314.6911395559,15458.7371954649,16120.7923021323,22530.6022529143,22585.8606612403,23200.2451298708,17634.0414221376,19413.7559754445,16224.4286598825
"Cap1",8971.73144979042,9416.29272926228,8906.94521347447,11341.708188902,12066.3539586629,11038.6904814506,17830.2065712621,16981.2142148457,18382.0742525241
"Cap2",0,0,0,0,0,0,0,1.1644527336519,0
"Capg",9501.69830872037,10346.0061520602,9677.77968060928,8235.23127052162,8511.79586370081,6566.88393649404,11724.9772652694,11014.5584076134,12987.9602709202
"Capn1",4668.4564147637,4876.49238679202,4314.44863236497,2723.88389037164,2726.1853474327,2723.88132504049,5270.15755385369,4979.19988909554,5154.21970569896
"Capn10",309.32189526478,342.234300195377,338.790731393323,194.085092925743,218.614776452124,204.922710471957,172.055465991896,100.142935094064,143.094831241506
"Capn11",0,0,0,1.11543156853875,0,2.80716041742407,10.9589468784647,0,0
"Capn12",39.1016391305365,45.0308289730759,46.1987360990895,14.5006103910038,18.9072239093729,18.7144027828271,7.67126281492531,10.4800746028671,25.2520290426187
"Capn13",0,0,0,0,0,0,0,0,0
"Capn15",585.826343402145,570.852354981762,468.831618190761,901.268707379313,996.174359725084,890.805572462571,1514.52645860383,1420.63233505532,1533.3593190879
"Capn2",4639.8284289717,5216.6483410348,5784.25286603601,5264.83700350292,5613.08209809508,5654.55680083122,7943.04469751123,7483.93771918078,8263.0250589458
"Capn3",0,0,0.85553214998314,1.11543156853875,0,0,0,0,0
"Capn5",532.75983315356,444.76603385715,405.522239092008,1168.97228382861,1223.06104663756,1137.83568919589,1858.63739058762,1738.52793134229,1914.94553573192
"Capn6",0,1.38556396840234,0,0,2.36340298867161,0,0,0,0
"Capn7",666.822595886828,709.408751821996,744.312970485332,855.536013069224,862.642090865138,884.255531488582,692.605442718971,602.022063298034,615.868930539424
"Capn8",0,0,0,2.23086313707751,4.72680597734322,0,7.67126281492531,23.2890546730381,16.8346860284125
"Capn9",0,0,0,0,0,0,0,0,0
"Capns1",1855.93137158868,1957.8018873525,1812.01709366429,3064.09051877596,2974.34266124322,3173.02699182834,4801.1146274554,4203.67436848337,4423.31375396538
"Capns2",3.49121777951219,4.15669190520701,1.71106429996628,22.3086313707751,16.5438209207013,46.7860069570678,8.76715750277178,24.45350740669,11.2231240189417
"Caprin1",6455.95991787394,6316.09334996205,7157.38196675895,6353.49821439674,6237.02048710438,6851.34285879301,9846.61377030056,10421.8519661845,8944.82984309651
"Caps2",0,1.38556396840234,0,0,0,0,0,0,0
"Capsl",0,2.77112793680467,0,0,0,0,0,0,0
"Capza1",5753.52690063609,5750.0904688697,5924.56013863324,6318.91983577204,6183.84391985927,7240.60243667581,7100.3016825573,7070.55699873436,6022.60892666457
"Capza2",3739.09424185755,3691.83519380802,3768.61912067573,6505.19690771801,6788.8750849592,6960.82211507255,5564.95322488439,5222.57051042879,5013.93065546219
"Capza3",0,0,0,0,0,0,0,0,0
"Capzb",6165.49059861852,6495.52388387015,5929.69333153314,6571.0073702618,6676.6134429973,6060.65934121856,8036.19574597818,7729.63724598134,9576.13056916198
"Car1",0,0,0,0,0,0,0,0,0
"Car11",4.18946133541463,2.0783459526035,1.71106429996628,3.34629470561626,11.8170149433581,0,8.76715750277178,2.32890546730381,4.20867150710312
"Car12",3152.56965489951,3736.1732407969,3653.12228042801,3142.17072857367,3236.68039298577,2616.27350903923,1946.30896561534,1931.82708512851,1888.29061618694
"Car13",3121.1486948839,3099.50659731603,2847.21099514389,1037.35135874104,1132.0700315737,1106.02120446508,1144.11405411172,1181.91952465668,1084.43435833024
"Car14",64.2384071430243,87.2905300093472,59.0317183488366,88.1190939145616,112.261641961902,123.515058366659,132.603257229423,114.116367897887,140.289050236771
"Car15",0,0,0,0,0,0,0,0,0
"Car2",83.7892267082925,62.3503785781051,115.496840247724,93.6962517572553,99.2629255242077,72.9861708530258,40.5481034503195,40.7558456778166,44.8924960757667
"Car3",0,0,0.85553214998314,0,0,0,0,0,0
"Car4",0,0,0,0,0,0,0,0,0
"Car5a",0,0,0,0,0,0,0,0,0
"Car5b",316.304330823804,352.626029958395,287.458802394335,174.007324692046,200.889254037087,207.729870889381,198.356938500212,253.850695936115,192.195998824376
"Car6",0,0,0,0,0,1.87144027828271,0,0,0
"Car7",0,0,0,0,0,0.935720139141356,0,1.1644527336519,0
"Car8",0,0,0,0,8.27191046035064,0,0,2.32890546730381,0
"Car9",11.171896894439,20.0906775418339,9.41085364981454,8.92345254831003,2.36340298867161,8.4214812522722,7.67126281492531,8.15116913556333,2.80578100473542
"Card10",4880.02421220214,5170.92473007752,4895.35496220353,2235.32486335166,2149.51501819683,1636.57452335823,3616.45246989336,3348.96606198287,3748.52342232652
"Card6",512.510770032389,469.706185288392,521.874611489715,1264.89939872295,1101.34579272097,1203.33609893578,781.372912434535,737.098580401655,694.430798672016
"Card9",2.09473066770731,3.46390992100584,1.71106429996628,2.23086313707751,12.9987164376939,23.3930034785339,1.09589468784647,3.49335820095571,4.20867150710312
"Carf",99.8488284940486,86.597748025146,67.587039848668,124.92833567634,121.715253916588,131.936539618931,109.589468784647,118.774178832494,112.231240189417
"Carhsp1",3447.92667904624,4022.29220027198,3794.28508517522,4593.34719924259,4281.30451397862,4141.49733583964,4943.58093687544,4797.54526264584,6423.83561034174
"Carkd",448.970606445267,528.592653945491,423.488414241654,789.725550525438,732.6549264882,753.254712008792,1209.86773538251,961.837957996472,1151.77310244389
"Carm1",1444.66591716214,1495.71630389032,1693.09812481663,870.036623460228,856.733583393459,801.912159244142,1167.12784255649,1339.12064369969,1172.8164599794
"Cars",1851.74191025326,2223.13738730155,2907.09824564271,1955.35153964844,2008.89254037087,2354.27187007965,2279.46095072066,2164.71763185889,2149.22824962733
"Cars2",249.971193013073,227.925272802184,157.417915596898,72.503051955019,82.7191046035064,77.6647715487326,115.06894222388,103.636293295019,96.7994446633719
"Cartpt",0,0,0,0,0,0,0,0,0
"Casc1",21.6455502329756,11.0845117472187,5.98872504988198,36.8092417617789,40.1778508074174,32.7502048699475,29.5891565718548,25.6179601403419,33.669372056825
"Casc3",990.109362269657,1017.69673479152,1021.50538707987,1875.04046671365,2053.79719715563,1752.60382061176,1644.93792645756,1497.48621547635,1649.79923078442
"Casc4",201.094144099902,197.442865497333,221.582826845633,268.81900801784,246.975612316183,215.215632002512,367.124720428568,377.282685703217,304.427239013793
"Casc5",183.638055202341,279.191139633071,437.176928641384,6.69258941123252,17.7255224150371,18.7144027828271,18.63020969339,15.1378855374747,14.0289050236771
"Cask",312.11486948839,354.704375910998,355.045842243003,350.245512521169,343.875134851719,387.388137604521,250.959883516842,253.850695936115,235.685604397775
"Caskin1",18.1543324534634,32.5607532574549,6.84425719986512,43.5018311730114,48.449761267768,44.9145666787851,40.5481034503195,23.2890546730381,51.9069485876052
"Caskin2",378.448007299121,455.157763620167,506.475032790019,759.608898174891,661.752836828051,702.725824495158,428.494822947971,433.176416918508,495.220347335801
"Casp1",1.39648711180488,2.77112793680467,7.69978934984826,0,2.36340298867161,0,1.09589468784647,4.65781093460761,0
"Casp12",192.715221429073,205.756249307747,259.226241444891,186.277071945972,203.252657025759,283.523202159831,230.137884447759,316.731143553318,203.419122843318
"Casp14",56.5577280280975,54.7297767518923,59.0317183488366,64.6950309752477,76.8105971318274,51.4646076527746,48.2193662652448,39.5913929441647,14.0289050236771
"Casp2",252.06592368078,302.74572709591,379.000742442531,477.404711334587,509.313344058732,491.253073049212,410.960507942427,306.251068950451,354.93129709903
"Casp3",1291.05233486361,1594.09134564689,1869.33774771316,4571.03856787181,4605.09072342663,4812.408675604,2992.88839250872,3140.52902265918,2666.89484500101
"Casp4",246.47997523356,272.263319791059,265.214966494773,469.596690354815,412.413821523196,521.196117501735,289.316197591469,308.579974417754,314.247472530367
"Casp6",0,0,0,0,0,0,0,0,0
"Casp7",113.115456056195,113.616245408992,139.451740447252,98.1579780314104,98.0812240298719,77.6647715487326,156.712940362046,111.787462430583,143.094831241506
"Casp8",745.025874147901,811.247703499568,796.500431634303,1009.46556952757,1173.42958387545,1060.17091764716,1578.08835049892,1395.01437491498,1466.02057497426
"Casp8ap2",767.369667936779,798.084845799746,915.41940048196,326.821449581855,415.958926006204,440.724185535579,218.083042881448,236.383904931336,161.332407772286
"Casp9",164.785479192975,196.057301528931,157.417915596898,123.812904107802,121.715253916588,87.9576930792875,127.123783790191,87.3339550238928,74.3531966254885
"Casq1",0.698243555902438,8.31338381041402,6.84425719986512,7.80802097977128,5.90850747167903,5.61432083484814,5.47947343923236,5.82226366825952,2.80578100473542
"Casq2",2.09473066770731,1.38556396840234,7.69978934984826,3.34629470561626,20.0889254037087,21.5215632002512,55.8906290801701,52.4003730143357,47.6982770805021
"Casr",0,0,0,0,0,0,0,0,1.40289050236771
"Cass4",0,0,0,0,0,0,0,0,0
"Cast",4310.95571414165,4266.15145871079,4354.65864341418,3186.78799131522,3124.41875102387,3634.33702042503,4508.51074580039,4451.70280075123,3951.94254516983
"Cat",1323.86978199102,1215.83238227305,1129.30243797774,1503.60175439024,1774.91564449238,1638.44596363651,1126.57973910617,1167.94609185286,1136.34130691784
"Catsper2",34.9121777951219,38.1030091310642,36.787882449275,15.6160419595426,25.9974328753877,27.1358840350993,38.3563140746265,25.6179601403419,28.0578100473542
"Catsper3",0,0,0,2.23086313707751,0,0,0,0,0
"Catsperd",34.9121777951219,54.7297767518923,47.9098003990558,50.1944205842439,49.6314627621038,58.9503687659054,39.452208762473,64.0449003508547,53.3098390899729
"Catsperg1",60.0489458076096,67.1998524675133,61.5983147987861,477.404711334587,518.766956013419,562.367803623955,518.358187351382,482.083431731888,483.997223316859
"Cav1",8917.26845243003,9955.27711297079,10006.3040262028,2818.69557369743,3006.24860159029,2745.40288824074,1842.19897026992,2320.75429816824,1655.4107927939
"Cav2",5204.70746569677,5182.70202380894,5068.17245650012,2542.06854469982,2463.84761569015,2723.88132504049,1328.22436166992,1412.48116591976,1158.78755495573
"Cav3",0,0,0,0,0,0,0,0,0
"Cb707485",0,0,0,0,0,0,0,0,0
"CB741658",0,0,0,0,0,0,0,0,0
"Cbfa2t2",256.255385016195,304.824073048514,296.014123894166,569.985531523303,479.770806700337,545.524841119411,394.52208762473,348.171367361919,290.398333990116
"Cbfa2t3",2.09473066770731,4.15669190520701,0,1.11543156853875,0,0,0,0,0
"Cbfb",1655.53547104468,1914.84940433203,2208.98401125647,3098.66889740066,2862.08101928132,2915.70395356447,2263.02253040297,2263.6961142193,1961.24092231006
"Cblb",409.170723758829,409.43415266289,402.100110492076,697.144730336721,595.577553145246,698.047223799452,340.823247920253,422.696342315641,324.067706046941
"Cblc",560.689575389657,433.681522109931,393.544788992244,1022.85074835004,914.636956615914,927.298657889084,1104.66184534924,1034.03402748289,1136.34130691784
"Cbll1",456.651285560194,421.21144639431,461.987360990895,1097.58466344213,1063.53134490223,1269.77222881482,623.564077384643,634.626739840287,589.214010994437
"Cbln1",0,0,0,0,0,0,0,0,0
"Cbln2",0,0,0,0,3.54510448300742,0,17.5343150055436,36.098034743209,14.0289050236771
"Cbln3",0.698243555902438,2.0783459526035,0,0,1.18170149433581,0,0,0,0
"Cbln4",0,0,0,0,0,0,0,0,0
"Cbr1",140.34695473639,132.321358982423,101.808325847994,71.3876203864803,66.1752836828051,92.6362937749943,81.096206900639,131.583158902665,116.43991169652
"Cbr3",167.578453416585,142.020306761239,173.673026446577,42.3863996044727,41.3595523017532,50.5288875136332,26.3014725083153,36.098034743209,19.6404670331479
"Cbr4",97.0558542704388,98.3750417565659,132.607483247387,33.4629470561626,36.63274632441,32.7502048699475,40.5481034503195,41.9202984114685,84.1734301420625
"Cbs",0,0,0,3.34629470561626,1.18170149433581,4.67860069570678,3.28768406353942,3.49335820095571,1.40289050236771
"Cbwd1",449.66885000117,363.710541705613,337.93519924334,244.279513509987,215.069671969117,241.41579589847,247.672199453303,186.312437384305,249.714509421452
"Cbx2",69.1261120343413,81.0554921515367,109.508115197842,208.585703316747,176.073522656035,164.686744488879,65.7536812707883,73.3605222200699,103.81389717521
"Cbx3",1908.99788183726,1985.51316672055,2629.90582904817,867.805760323151,787.013195227647,945.07734053277,1081.64805690447,1022.38950014637,920.296169553217
"Cbx5",555.103626942438,816.097177388976,917.985996931909,128.274630381957,161.893104724005,131.936539618931,160.000624425585,117.609726098842,126.260145213094
"Cbx6",1360.87669045385,1394.57013419695,1563.0572380192,296.704797231309,371.054269221443,314.401966751496,1083.83984628016,939.713356057086,1296.27082418776
"Cbx7",107.529507608975,76.8988002463297,68.4425719986512,45.7326943100889,41.3595523017532,53.3360479310573,30.6850512597012,43.0847511451204,47.6982770805021
"Cbx8",108.227751164878,76.8988002463297,90.6864078982128,152.814124889809,159.529701735334,87.9576930792875,82.1921015884854,59.3870894162471,60.3242916018115
"Cby1",101.943559161756,88.6760939777495,102.663857997977,30.1166523505464,16.5438209207013,5.61432083484814,7.67126281492531,16.3023382711267,32.2664815544573
"Cc2d1a",732.457490141657,763.445746589687,746.879566935281,1434.44499714084,1581.11659942131,1330.59403785901,1018.08616500937,766.209898742953,1097.06037285155
"Cc2d1b",1574.53921856,1646.74277644618,1455.26018712132,1741.18867848899,1969.89639105779,1586.98135598374,1893.7060205987,1907.37357772182,1913.54264522955
"Ccar1",1637.38113859122,1667.52623597221,1780.36240411491,3222.48180150846,3041.69964642036,3381.69258285686,3092.61480910275,3040.38608756512,3155.10073982498
"Ccar2",1051.55479518907,1059.95643582779,1020.64985492989,1344.0950400892,1271.51080790533,1224.85766213604,1218.63489288528,1166.78163911921,1303.2852766996
"Ccbl1",4.18946133541463,4.15669190520701,8.5553214998314,10.0388841168488,35.4510448300742,6.55004097398949,40.5481034503195,6.98671640191142,33.669372056825
"Ccbl2",8.37892267082925,5.54225587360934,8.5553214998314,2.23086313707751,3.54510448300742,8.4214812522722,6.57536812707884,12.8089800701709,5.61156200947083
"Ccdc101",179.448593866926,174.581060018694,174.52855859656,69.1567572494027,76.8105971318274,71.1147305747431,49.3152609530913,53.5648257479876,81.3676491373271
"Ccdc102a",103.340046273561,101.146169693371,114.641308097741,102.619704305565,94.5361195468645,87.0219729401461,76.7126281492531,88.4984077575447,88.3821016491656
"Ccdc103",3.49121777951219,2.0783459526035,0,1.11543156853875,3.54510448300742,2.80716041742407,0,0,0
"Ccdc104",467.124938898731,428.832048220523,505.619500640036,274.396165860533,298.970478066959,243.287236176753,647.673760517265,611.33768516725,715.474156207531
"Ccdc105",0,0,0,0,0,0,0,0,0
"Ccdc112",232.515104115512,234.853092644196,254.093048544993,429.44115388742,453.773373824949,430.431264005024,382.467246058419,399.407287642603,475.579880302653
"Ccdc114",0,0,0,0,0,2.80716041742407,0,1.1644527336519,0
"Ccdc115",428.023299768194,411.512498615494,265.214966494773,479.635574471664,498.67803060971,359.316533430281,213.699464130062,351.664725562875,361.945749610869
"Ccdc116",5.5859484472195,1.38556396840234,3.42212859993256,4.46172627415502,4.72680597734322,0,8.76715750277178,4.65781093460761,5.61156200947083
"Ccdc117",251.367680124878,353.318811942596,369.589888792716,794.187276799593,762.197463846595,843.083845366362,690.413653343278,638.120098041243,610.257368529953
"Ccdc12",239.497539674536,260.486026059639,251.526452095043,393.74734369418,439.59295589292,340.602130647454,209.315885378676,163.023382711267,168.346860284125
"Ccdc120",238.101052562731,205.756249307747,203.616651695987,1059.65999011182,1124.97982260769,1153.74293156129,921.647432478883,869.846192037972,841.734301420625
"Ccdc124",1294.54355264312,1219.98907417826,1144.70201667744,1076.3914636399,1165.1576734151,898.291333575702,1272.33373258975,1095.75002236644,1416.91940739139
"Ccdc125",138.252224068683,128.164667077216,206.183248145937,165.083872143736,113.443343456237,118.836457670952,96.4387325304896,94.3206714258042,81.3676491373271
"Ccdc126",138.252224068683,116.387373345796,150.573658397033,123.812904107802,142.985880814632,155.329543097465,140.274520044348,142.063233505532,106.619678179946
"Ccdc127",313.511356600195,349.85490202159,357.612438692952,116.00488312803,87.4459105808496,106.672095862115,123.836099726651,137.405422570925,67.33874411365
"Ccdc129",0,0,0,0,0,0,0,0,0
"Ccdc130",182.241568090536,223.768580896977,180.517283646442,221.970882139212,193.799045071072,219.894232698219,150.137572234967,166.516740912222,150.109283753345
"Ccdc132",522.286179815023,484.947388940818,527.863336539597,683.759551514256,634.573702458328,725.183107834551,427.398928260124,350.500272829223,356.334187601398
"Ccdc134",241.592270342243,270.877755822657,263.503902194807,119.351177833647,105.171432995887,101.057775027266,136.986835980809,142.063233505532,178.167093800699
"Ccdc137",317.002574379707,281.269485585674,334.513070643408,383.708459577331,382.871284164801,352.766492456291,152.32936161066,170.010099113178,126.260145213094
"Ccdc146",2.79297422360975,0,2.56659644994942,0,0,0,0,0,0
"Ccdc148",0,0,0,0,0,0,0,0,0
"Ccdc150",23.0420373447804,36.7174451626619,29.0880930994268,20.0777682336976,22.4523283923803,14.0358020871203,9.86305219061825,16.3023382711267,4.20867150710312
"Ccdc151",0.698243555902438,0,0,4.46172627415502,0,0,5.47947343923236,0,2.80578100473542
"Ccdc152",2.79297422360975,0,0,0,0,0,0,0,0
"Ccdc153",0.698243555902438,1.38556396840234,2.56659644994942,0,0,0,0,0,0
"Ccdc163",11.171896894439,9.69894777881635,17.9661751496459,33.4629470561626,36.63274632441,21.5215632002512,23.0137884447759,11.644527336519,15.4317955260448
"Ccdc166",0,0,0,13.385178822465,0,0,0,0,0
"Ccdc167",74.7120604815608,105.995643582779,84.6976828483308,47.9635574471664,25.9974328753877,39.300245843937,44.9316822017054,64.0449003508547,60.3242916018115
"Ccdc169",2.79297422360975,1.38556396840234,0,0,0,0,0,0,0
"Ccdc17",330.269201941853,292.353997332893,236.98240554533,199.662250768437,222.159880935131,169.365345184585,363.837036365029,271.317486940894,346.513954084824
"Ccdc172",0,0,0,0,0,0,0,0,0
"Ccdc173",5.5859484472195,2.0783459526035,0,0,0,0,5.47947343923236,0,1.40289050236771
"Ccdc174",215.757258773853,168.346022160884,208.749844595886,161.737577438119,150.076089780647,209.601311167664,124.931994414498,93.1562186921523,110.828349687049
"Ccdc175",47.4805618013658,29.7896253206502,45.3432039491064,79.1956413662515,88.6276120751854,85.1505326618634,72.3290493978672,73.3605222200699,56.1156200947083
"Ccdc176",6.28419200312194,18.0123315892304,8.5553214998314,7.80802097977128,1.18170149433581,0,0,5.82226366825952,2.80578100473542
"Ccdc179",0,0,0,0,0,0,0,0,0
"Ccdc181",596.299996740682,459.314455525374,401.244578342093,127.159198813418,150.076089780647,134.743700036355,139.178625356502,157.201119043007,147.303502748609
"Ccdc182",0,0,0,0,0,0,0,0,0
"Ccdc183",0,0,0,0,0,0,0,0,0
"Ccdc184",0,0,0,0,0,0,0,0,0
"Ccdc185",0,0,0,0,0,0,0,0,0
